Dairy Name,Dairy Address,Milk Cows,Dry Cows,Bred Heifers,Heifers,Calves (4-6 mo.),Calves (0-3 mo.),Total Herd Size,Total Manure Excreted (tons),Total Dry Manure Generated N (lbs),Total Dry Manure Generated N After Ammonia Losses (lbs),Total Dry Manure Generated P (lbs),Total Dry Manure Generated K (lbs),Total Dry Manure Generated Salt (lbs),Total Process Wastewater Generated (gals),Total Process Wastewater Generated N (lbs),Total Process Wastewater Generated P (lbs),Total Process Wastewater Generated K (lbs),Total Process Wastewater Generated Salt (lbs),Average Milk Production (lb per cow per day),Applied N Dry Manure (lbs),Applied P Dry Manure (lbs),Applied K Dry Manure (lbs),Applied Salt Dry Manure (lbs),Applied Process Wastewater N (lbs),Applied Process Wastewater P (lbs),Applied Process Wastewater K (lbs),Applied Process Wastewater Salt (lbs),Applied to Remove Ratio N,Applied to Remove Ratio P,Applied to Remove Ratio K,Applied to Remove Ratio Salt,Total Exports N (lbs),Total Exports P (lbs),Total Exports K (lbs),Total Exports Salt (lbs),Total Applied N (lbs),Total Applied P (lbs),Total Applied K (lbs),Total Applied Salt (lbs),Unaccounted-for N (lbs),Unaccounted-for P (lbs),Unaccounted-for K (lbs),Unaccounted-for Salt (lbs),Average Milk Production (kg per cow),Average Milk Production (L per cow),Total Annual Milk Production (L),Total Process Wastewater Generated (L),Ratio of Wastewater to Milk (L/L),USDA Nitrogen from Manure (lbs),Ratio of USDA N to Reported N,UCCE Nitrogen from Manure (lbs),Ratio of UCCE N to Reported N,Manure Conversion Factor (tons per cow per year)
Micheal McRee South,11304 Ave. 18 Chowchilla Madera 93610,0,0,342,0,0,0,342,3584.91,32544.72,22781.3,5507.57,1.0,0.0,7020000.0,8377.21,3960.14,25600.29,165200.96,1.0,0.0,0.0,0.0,0.0,8377.21,3960.14,25600.29,165200.96,0.14,0.49,0.32,1.39,0.0,0.0,0.0,0.0,8377.21,3960.14,25600.29,165200.96,22781.3,5507.57,1.0,0.0,0.453592,0.440437832,0.0,26573578.200000003,,46317.0372,1.4231813086731118,45669.512195121955,1.4032848399101898,28.65132748538011
Mt. Whitney Dairy,2792 W Mt. Whitney AVE Riverdale Fresno 93656,1725,275,750,600,250,0,3600,66156.09,816838.01,571786.61,135795.82,350577.8,877851.0,40676250.0,113140.37,32863.19,146109.16,911049.42,87.0,1785.6,748.8,2899.2,0.0,113140.37,32863.19,146109.16,911049.42,1.11,1.25,1.01,1.15,71244.4,21471.2,103430.8,0.0,114925.97,33611.990000000005,149008.36000000002,911049.42,498756.61,113575.82000000002,244247.8,877850.9999999999,39.462504,38.318091384,27972206.71032,153976283.51250002,5.50461696165331,854736.6828,1.0463968036942843,921402.4390243903,1.1280112185577533,25.588676320754715
"Morning Star Dairy, Inc",10262 W Elkhorn AVE Burrel Fresno 93607,1171,150,500,373,325,250,2769,43369.62,544604.4,381223.08,88422.43,229500.44,587462.94,2490000.0,11013.31,0.0,268.05,64976.09,76.0,302126.18,84297.98,304496.75,7479557.62,11013.31,0.0,268.05,64976.09,0.75,1.47,0.8,4.04,181446.72,50641.41,183057.74,3983372.52,313139.49,84297.98,304764.8,7544533.71,-102349.81999999998,-46516.96000000001,-258054.05,-10875467.2,34.472992,33.473275232,16139641.752237279,9425670.9,0.5840074423395063,560335.4904,1.0288853531113593,624336.9512195121,1.1464045300029013,23.43346055007182
"Philip Verwey Dairy, Inc.",12852 Road 9 Madera Madera 93637,2270,275,1120,735,375,0,4775,83097.96,1016445.95,711512.17,168397.84,438907.93,1135167.3,53376000.0,275583.68,11139.73,360286.1,2192537.26,72.0,50366.51,4246.15,11880.17,0.0,275583.68,11139.73,360286.1,2192537.26,0.81,0.08,0.42,2.83,225352.83,52534.77,302702.64,3464150.0,325950.19,15385.88,372166.26999999996,2192537.26,435792.8300000002,111616.92000000001,124325.12000000005,-2328982.7,32.658624,31.711523904000003,29457627.342523202,202050044.16,6.859006049965643,1073625.6432,1.0562545339474274,1193327.4390243902,1.1740195718467767,24.72525389165064
RIVAS DAIRY,41198 W Valeria AVE Dos Palos Fresno 93620,220,20,32,22,20,20,334,6586.71,84157.0,58909.9,13898.53,41957.59,108482.4,4224000.0,11429.98,2590.26,20436.17,115132.96,68.0,0.0,0.0,0.0,0.0,11429.98,2590.26,20436.17,115132.96,1.41,2.35,2.2,3.03,42972.48,14229.18,73191.75,224566.02,11429.98,2590.26,20436.17,115132.96,15937.420000000006,-330.64999999999964,-31234.160000000003,-116083.62000000001,30.844256,29.949772576,2623600.0776576,15989571.84,6.094515690926413,85100.2932,1.0112087312998324,96591.46341463414,1.1477531686566078,24.00489866666667
River Valley Dairy,22700 S Cornelia AVE Riverdale Fresno 93656,1341,151,562,654,331,0,3039,50458.51,621601.63,435121.14,102674.01,261934.73,667957.32,26958000.0,72574.82,5476.82,103953.66,572062.99,75.0,266798.72,75178.34,326012.73,239555.14,72574.82,5476.82,103953.66,572062.99,0.69,1.04,0.73,1.6,0.0,0.0,0.0,0.0,339373.54,80655.16,429966.39,811618.13,168322.42000000004,27495.669999999984,-64078.0,428402.18000000005,34.0194,33.0328374,17989022.591291998,102047082.78,5.672741932593839,651923.9492,1.048780951877491,721694.0243902439,1.1610233782531167,24.518517012930065
RuAnn Dairy,7285 W Davis AVE Riverdale Fresno 93656,1100,200,500,400,300,0,2500,42228.53,519392.56,363574.79,85217.02,216310.06,565470.0,30855000.0,102473.37,111333.26,49977.15,349911.52,77.0,76073.26,36354.67,189360.0,3984570.6,102473.37,111333.26,49977.15,349911.52,0.92,3.7,1.2,4.85,0.0,0.0,0.0,0.0,178546.63,147687.93,239337.15,4334482.12,287501.52999999997,48862.350000000006,26950.060000000027,-3419100.6,34.926584,33.913713064,16092056.848868,116798825.55000001,7.258166351693958,545592.6076,1.050443632846801,608036.5853658536,1.1706686467858793,24.28288541374474
Shady Acres Dairy #2,15391 West Elkhorn AVE Helm Fresno 93627,3000,500,1300,1040,330,150,6320,107372.69,1319970.5,923979.35,217208.24,564243.33,1531710.0,22203919.0,152250.61,17913.11,185824.51,1215688.83,64.0,6729.61,1766.52,2691.84,0.0,152250.61,17913.11,185824.51,1215688.83,1.0,0.36,0.75,6.38,0.0,0.0,0.0,0.0,158980.21999999997,19679.63,188516.35,1215688.83,917249.74,215441.71999999997,561551.49,1531710.0,29.029888,28.188021248,36010197.144319996,84050937.02179,2.3340871110739703,1387255.1548000001,1.050974362533102,1611341.4634146343,1.220740511560398,23.693650645855758
South Iest Dairy (Former Milk Time Dairy),12519 Road 17 Madera Madera 93637,1090,230,630,540,180,50,2720,44755.37,546872.55,382810.79,90063.76,215779.79,567666.0,73575000.0,69612.42,20189.76,97982.73,879719.89,79.0,78679.61,31996.58,114659.8,0.0,69612.42,20189.76,97982.73,879719.89,1.26,1.71,1.31,4.74,101663.3,28586.52,98006.27,0.0,148292.03,52186.34,212642.53,879719.89,202467.87999999995,29480.659999999993,3113.7200000000157,567666.0000000001,35.833768,34.794588728,16764032.849150399,278511540.75,16.613636065746253,578239.3804,1.0573567468325116,648275.6097560975,1.1854235685373082,24.42718543663472
Shein Ranch,13668 13 AVE Madera Madera 93637,7200,400,200,0,0,0,7800,205860.24,2679760.15,1875832.11,453358.75,1453794.55,3491640.0,163476512.0,955583.73,69038.29,658650.78,5306104.11,85.0,103750.75,12653.52,20920.11,1465743.1,955583.73,69038.29,658650.78,5306104.11,1.29,0.59,0.67,3.71,98880.57,18257.72,24553.49,433296.86,1059334.48,81691.81,679570.89,6771847.210000001,1673200.7899999998,422447.51,1408320.95,1592600.0399999986,38.55532,37.43721572,103850836.40727998,618825623.28992,5.958792867714834,2659714.3008,0.9925195360487766,2800707.3170731706,1.0451335792396086,26.828575460902734
"Souza's Dairy, Inc.",8555 S Valentine AVE Fresno Fresno 93706,1982,153,808,504,0,0,3447,68906.4,849889.76,594922.83,143273.73,393668.62,971060.22,50256000.0,154451.33,16701.55,183348.73,1149731.37,80.0,146774.3,40138.52,158166.4,0.0,154451.33,16701.55,183348.73,1149731.37,1.07,1.45,1.03,1.4,234340.26,79615.31,347013.98,0.0,301225.63,56840.06999999999,341515.13,1149731.37,213808.2699999999,23519.90000000001,-111511.76000000001,971060.2199999997,36.28736,35.23502656,27457775.322544,190239564.96,6.92844058651049,890270.688,1.047513136291935,954475.0,1.1230574186468607,26.35043977055449
SOZINHO DAIRY #2,8489 E. Elkhorn AVE Selma Fresno 93662,1161,198,537,293,0,33,2222,41459.85,507350.8,355145.56,84368.45,222951.37,593809.38,27926000.0,77322.72,14968.65,101465.61,602018.07,70.0,62298.28,21883.37,101211.33,932186.88,77322.72,14968.65,101465.61,602018.07,0.96,1.23,0.91,3.36,0.0,0.0,0.0,0.0,139621.0,36852.02,202676.94,1534204.95,292847.28,62485.079999999994,121740.03999999998,-338377.5,31.75144,30.83064824,15293080.5997284,105711359.66000001,6.912365299498743,535661.262,1.055800566393115,608339.268292683,1.1990505746569888,24.756114557846907
AAA JERSEY DAIRY,20680 Avenue 21 1/2 Chowchilla Madera 93610,640,110,0,0,0,20,770,17337.54,228508.17,159955.72,37718.46,119528.65,327533.4,6060000.0,9920.87,977.81,8686.74,218154.99,62.0,0.0,0.0,0.0,0.0,9920.87,977.81,8686.74,218154.99,1.35,0.87,1.14,3.21,15234.31,4338.89,23719.24,393392.33,9920.87,977.81,8686.74,218154.99,144721.41,33379.57,95809.40999999999,-65858.93,28.122704,27.307145583999997,7475331.103619999,22939584.6,3.068704821501658,224001.0168,0.9802757459394121,274640.243902439,1.2018836958977834,22.89337004830918
Tri-Iest Dairy,16500 Avenue 14 Madera Madera 93637,4410,615,2050,1925,675,425,10100,167004.76,2057390.4,1440173.28,338922.0,858490.77,2223944.1,144664500.0,250588.89,53141.97,321915.59,2237171.16,74.0,302999.85,114122.69,454899.95,1904996.76,250588.89,53141.97,321915.59,2237171.16,1.15,1.42,1.0,4.34,318780.36,88257.86,375107.99,1787043.05,553588.74,167264.66,776815.54,4142167.92,818393.07,136541.44999999995,28482.830000000075,-1468095.7100000002,33.565808,32.592399568,59778534.857658,547614444.945,9.160720419945978,2157701.4992,1.048756472859988,2413896.341463415,1.1732806478845312,24.267925429735957
Triangle M Dairy,11302 Avenue 18 1/2 Chowchilla Madera 93610,1780,0,137,591,447,0,2955,56590.87,718181.11,502726.78,119720.75,353547.0,840409.2,45720000.0,152413.08,24950.43,192721.78,1347844.34,80.0,186757.32,121401.43,433072.39,576000.0,152413.08,24950.43,192721.78,1347844.34,0.91,1.32,1.05,2.36,0.0,0.0,0.0,0.0,339170.4,146351.86,625794.17,1923844.34,315969.45999999996,-1680.679999999993,-79525.39000000001,264409.19999999995,36.28736,35.23502656,22892196.756032,173068945.20000002,7.56017201164397,731154.0404,1.018063591786757,766811.5853658537,1.067713386900212,25.608141603664258
Troost Dairy,27000 Road 9 Chowchilla Madera 93610,2315,350,900,800,200,0,4565,82103.15,1018164.07,712714.85,169011.83,446083.62,1173707.1,55881000.0,184886.25,30813.14,266213.01,1364376.96,71.0,152879.64,34542.8,109427.23,585508.9,184886.25,30813.14,266213.01,1364376.96,1.02,0.98,0.87,1.53,154163.07,20180.3,36982.8,1469364.78,337765.89,65355.94,375640.24,1949885.8599999999,405672.13999999996,114288.72999999997,299673.59,-881166.5799999998,32.205032,31.271086072000003,30418167.1993862,211532496.21,6.95414995990516,1060772.6979999999,1.041848489114333,1208639.6341463416,1.1870774757808353,24.434574456502013
Double A Dairy,19436 S East AVE Laton Fresno 93242,0,0,0,0,0,0,0,1.0,1.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,0.0,0.453592,0.440437832,0.0,0.0,,,,,,
Vitoria Farms,12429 ave 24 Chowchilla Madera 93610,425,75,100,80,35,0,715,13592.08,172958.52,121070.96,28552.97,80494.45,217953.0,13950000.0,65979.24,3509.69,74505.41,706017.04,66.0,0.0,0.0,0.0,0.0,65979.24,3509.69,74505.41,706017.04,0.98,0.23,0.62,1.6,81714.64,34029.6,81490.86,0.0,65979.24,3509.69,74505.41,706017.04,39356.32000000001,-5476.629999999997,-996.410000000018,217953.0,29.937072,29.068896912,5305073.68644,52806469.5,9.95395589602754,175609.6736,1.0153282625221354,208094.51219512196,1.2031469290736414,23.488947523709168
Vlot Calf Ranch,20330 Road 4 Chowchilla Madera 93610,3920,525,850,2430,5250,17110,30085,217461.02,2872218.08,2010552.66,369701.13,752772.93,1971843.3,230751000.0,674985.57,160576.64,2008151.63,6737369.13,70.0,131007.63,42518.67,138246.24,0.0,552704.05,125521.23,1362032.33,4915862.59,1.01,0.8,1.36,3.66,312077.03,94230.71,889715.03,4447293.52,683711.68,168039.9,1500278.57,4915862.59,1689749.5199999998,268007.16,370930.95999999996,-653943.6799999997,31.75144,30.83064824,50020414.470782,873487142.9100001,17.462613058118954,2809596.3784,0.9781974418878387,3055717.6829268294,1.0638877682041572,15.728994381180039
White River Dairy,20400 Ave. 17 1/2 AVE Madera Madera 93637,1450,285,40,0,2200,0,3975,50284.77,665247.13,465672.99,99694.44,282270.21,750318.3,24601500.0,104811.59,21348.88,403885.22,782818.54,74.0,0.0,0.0,0.0,0.0,104811.59,21348.88,403885.22,782818.54,1.19,1.14,3.29,1.77,252837.49,108669.25,268311.51,0.0,104811.59,21348.88,403885.22,782818.54,212835.5,-8974.809999999998,13958.699999999953,750318.3,33.565808,32.592399568,20639951.836425196,93126764.11500001,4.511966154429235,649679.2283999999,0.9765983182821095,736543.2926829269,1.107172446851333,19.684685826132615
Avalon Dairy Farms,27125 Pond RD Wasco Kern 93280,2975,275,400,1425,1275,665,7015,107014.31,1346774.6,942742.22,216647.34,581100.53,1468026.0,81141342.0,270751.54,21630.48,295327.09,2152871.74,75.0,86819.04,35370.72,63104.58,2363407.2,270751.54,21630.48,295327.09,2152871.74,0.77,0.74,0.88,2.8,260198.4,53222.4,164102.4,0.0,357570.57999999996,57001.2,358431.67000000004,4516278.94,595724.78,128054.22,353893.55000000005,-895381.2000000002,34.0194,33.0328374,39185203.36574999,307153247.42022,7.838500786975339,1382624.8852,1.0266193654082871,1516307.9268292685,1.125880995104354,23.126033522203187
B.V. Dairy,18904 Bear Mountain Blvd. Bakersfield Kern 93307,3405,550,395,375,460,0,5185,107018.14,1368787.28,958151.1,226027.52,665091.53,1734455.7,48434651.0,187275.43,18681.64,209796.23,1412307.08,75.0,117259.76,50854.72,125286.72,1204718.4,187275.43,18681.64,209796.23,1412307.08,1.12,1.55,1.31,2.0,0.0,0.0,0.0,0.0,304535.19,69536.36,335082.95,2617025.48,840891.3400000001,175172.8,539804.81,529737.3000000003,34.0194,33.0328374,47685378.249705,183345012.24191,3.844889544166387,1382674.3688,1.010145541972015,1566873.780487805,1.1447167893668655,24.294696935300795
Bear 5 Feedlot,12841 Bear Mountain BLVD Bakersfield Kern 93311,0,0,2320,2425,2750,0,7495,57302.78,592444.2,414710.94,86377.83,1.0,0.0,6538331.0,8312.2,754.81,7991.54,38792.98,1.0,9721.92,4446.0,12211.68,389469.6,8312.2,754.81,7991.54,38792.98,0.39,0.51,0.34,2.75,627969.76,232140.48,714278.4,0.0,18034.120000000003,5200.8099999999995,20203.22,428262.57999999996,-222980.74,-150208.65000000002,-726489.0800000001,-389469.6,0.453592,0.440437832,0.0,24750263.55071,,740351.9175999999,1.2496567906310838,756039.6341463415,1.276136443139019,20.897611563264395
Belonave Ranch LLC,14461 Taft Highway Bakersfield Kern 93311,4800,550,900,1800,1801,0,9851,163307.49,2064100.2,1444870.14,336572.61,921762.77,2393091.0,152427500.0,511866.73,73438.88,391089.78,2806663.88,70.0,351582.26,134477.06,603376.49,9036094.08,511866.73,73438.88,391089.78,2806663.88,0.69,1.06,0.81,2.8,0.0,0.0,0.0,0.0,863448.99,207915.94,994466.27,11842757.96,1093287.88,202095.55,318386.28,-6643003.080000001,31.75144,30.83064824,60204548.350659996,577000582.775,9.584003178867375,2109932.7708,1.0222046249498935,2393465.2439024393,1.1595683406757284,23.340620466072888
Bidart 2,20400 Old River Rd. Bakersfield Kern 93311,7865,800,1275,1350,1310,1305,13905,254174.74,3235686.8,2264980.76,529979.85,1536254.01,3897845.1,228483162.0,867778.23,94745.52,955796.16,6365724.94,75.0,385046.32,109464.96,218098.68,3271144.8,867778.23,94745.52,955796.16,6365724.94,1.03,0.8,0.92,1.87,0.0,0.0,0.0,0.0,1252824.55,204210.48,1173894.84,9636869.74,1879934.4399999997,420514.89,1318155.3299999998,626700.3000000007,34.0194,33.0328374,104473780.665915,864902446.26642,8.278655570359751,3283937.6407999997,1.0149120862995764,3629657.9268292687,1.1217581154113152,24.01937086420891
Bidart 3,25820 Stockdale HWY Bakersfield Kern 93314,1215,0,405,415,0,0,2035,34391.13,429583.95,300708.77,72471.25,206848.19,526629.6,90350817.0,163868.02,29645.1,166812.35,1364622.05,60.0,0.0,0.0,0.0,0.0,163868.02,29645.1,166812.35,1364622.05,1.1,0.92,1.04,2.06,0.0,0.0,0.0,0.0,163868.02,29645.1,166812.35,1364622.05,300708.77,72471.25,206848.19000000003,526629.5999999999,27.215519999999998,26.426269919999996,11719390.052771999,342014886.17997,29.18367633809346,444333.39959999995,1.034334265979909,552975.0,1.2872338456778936,22.700415841584157
Carlos Echeverria & Sons Dairy,20229 Old River RD Bakersfield Kern 93311,5015,750,1605,1375,580,750,10075,177680.58,2214097.23,1549868.06,363541.16,979569.47,2540717.1,96381051.0,218147.06,39921.69,374215.23,1946169.07,75.0,310499.3,118899.94,285824.74,992301.6,218147.06,39921.69,374215.23,1946169.07,1.12,1.61,1.54,4.15,0.0,0.0,0.0,0.0,528646.36,158821.63,660039.97,2938470.67,1239368.7600000002,244641.21999999997,693744.73,1548415.5,34.0194,33.0328374,69508522.278015,364841794.26591,5.2488785879613875,2295633.0936,1.0368257827593235,2561365.243902439,1.1568440668264774,24.20113210305134
"Poso Creek Family Dairy, LLC",13437 Gun Club RD Wasco Kern 93280,5350,501,1775,1855,735,785,11001,185465.65,2314197.98,1619938.59,380660.88,1027381.42,2641469.58,142319460.0,250821.35,49952.44,369387.93,2303199.8,70.0,81673.56,16897.98,61556.92,2108223.87,250821.35,49952.44,369387.93,2303199.8,0.85,1.05,0.95,3.02,0.0,0.0,0.0,0.0,332494.91000000003,66850.42,430944.85,4411423.67,1538265.0300000003,363762.9,965824.5000000001,533245.71,31.75144,30.83064824,65842394.8410676,538737507.0786,8.182228310179502,2396216.198,1.035441314316591,2688011.3414634145,1.1615304155884771,23.977005968953872
Poso Creek Family Dairy #2,24794 Sherwood AVE Wasco Kern 93280,3015,505,580,300,0,0,4400,86880.31,1120178.21,784124.75,186065.79,573438.61,1539945.0,221049802.0,650499.05,119550.46,828900.18,5370911.35,68.0,0.0,0.0,0.0,0.0,650499.05,119550.46,828900.18,5370911.35,1.26,1.28,1.27,2.4,0.0,0.0,0.0,0.0,650499.05,119550.46,828900.18,5370911.35,784124.75,186065.78999999998,573438.61,1539945.0,30.844256,29.949772576,38479467.805644795,836764130.9888201,21.7457303519689,1122493.6051999999,1.0020669882518067,1402312.1951219512,1.251865268046904,22.613590083798883
Kootstra Dairy Farms,13628 Adobe RD Bakersfield Kern 93307,1200,215,195,0,0,0,1610,35306.35,452227.96,316559.57,74956.38,226487.89,616142.7,0.0,0.0,0.0,0.0,0.0,65.0,24744.6,7968.6,31315.2,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.07,1.27,0.0,0.0,0.0,0.0,24744.6,7968.6,31315.2,0.0,291814.97000000003,66987.78,195172.69,616142.7,29.48348,28.62845908,14785883.403343,0.0,,456158.04199999996,1.0086904887526191,542514.6341463415,1.1996485890574777,23.753861995405316
Maya Dairy,18451 Wildwood Rd. Buttonwilllow Kern 93206,4540,480,1415,1130,835,0,8400,155146.77,1934532.5,1354172.75,320504.93,886788.71,2254194.0,216982946.0,666467.97,60560.1,625137.72,5273891.43,75.0,0.0,0.0,0.0,0.0,666467.97,60560.1,625137.72,5273891.43,0.9,0.45,0.91,2.01,139778.8,39854.05,118383.54,2150952.43,666467.97,60560.1,625137.72,5273891.43,1214393.95,280650.88,768405.1699999999,103241.56999999983,34.0194,33.0328374,60526067.96801999,821369413.6178601,13.570506745157227,2004496.2684,1.0361657239669015,2209318.2926829266,1.1420424793498825,24.79735525495088
Peterson Dairy,30999 Peterson RD Mcfarland Kern 93250,774,70,165,195,0,0,1204,25005.41,313317.62,219322.33,52649.7,151183.8,381576.96,4395339.0,8949.7,1657.9,37779.48,102334.7,75.0,0.0,0.0,0.0,0.0,8949.7,1657.9,37779.48,102334.7,1.26,1.67,7.25,2.25,504995.15,120438.17,365540.42,0.0,8949.7,1657.9,37779.48,102334.7,-285672.82000000007,-67788.47,-214356.62,381576.96,34.0194,33.0328374,10176095.889444,16638160.203990001,1.6350239212318465,323069.8972,1.0311258498644282,356133.17073170736,1.1366522276395032,25.627982451754825
RichMar Farms,1129 E Shafter RD Bakersfield Kern 93307,2450,500,2225,2100,850,0,8125,113346.61,1344165.34,940915.74,219442.45,459184.66,1272033.0,11010000.0,41393.63,6556.04,61495.97,278583.22,63.0,280877.4,79660.8,386694.0,0.0,41393.63,6556.04,61495.97,278583.22,0.6,0.19,0.49,0.68,0.0,0.0,0.0,0.0,322271.03,86216.84,448189.97,278583.22,660038.34,139781.65000000002,72490.66000000003,1272033.0,28.576296,27.747583415999998,29877210.443177998,41677364.1,1.3949550002087423,1464438.2012,1.0894777283871937,1692131.097560976,1.2588712468668295,23.402799999999996
VP Legacy Farms,28349 Los Angeles ST Shafter Kern 93263,2536,254,722,545,525,0,4582,85110.55,1066315.11,746420.58,176412.15,495351.58,1255914.36,51221877.0,141741.05,17676.23,143897.46,1196409.18,75.0,64137.5,15136.45,81582.9,0.0,141741.05,17676.23,143897.46,1196409.18,1.2,0.89,1.49,4.95,218675.56,75995.49,154050.71,168846.55,205878.55,32812.68,225480.36,1196409.18,463607.51999999984,85280.21,259717.97000000006,1087067.81,34.0194,33.0328374,33638989.96629,193895805.41457,5.764019835579936,1099628.306,1.0312414179332037,1210909.756097561,1.1356021730739245,24.701157712182347
Vanden Berge Dairy,11701 Old River RD Bakersfield Kern 93311,2515,270,925,350,0,0,4060,81069.29,1008791.38,706153.97,168819.12,479651.52,1249688.7,52860576.0,200767.52,38378.31,190211.09,1158406.02,68.0,33762.96,14946.9,76695.51,278799.1,200767.52,38378.31,190211.09,1158406.02,1.0,1.24,0.8,1.93,159846.64,48270.52,264300.88,910018.0,234530.47999999998,53325.21,266906.6,1437205.12,512544.37,105601.70000000001,138655.13,60871.59999999963,30.844256,29.949772576,30444692.5678184,200098952.99616,6.572539780141345,1047415.2268,1.0382872490444952,1186784.1463414633,1.1764416011777017,24.933169979746452
West Star North Dairy,26953 Riverside ST Buttonwillow Kern 93206,4665,605,355,860,375,0,6860,144948.92,1850273.34,1295191.34,307732.84,911204.7,2342034.0,136286895.0,468247.49,37190.62,633402.13,4025864.73,75.0,116299.42,43150.36,127781.44,1355157.9,468247.49,37190.62,633402.13,4025864.73,1.17,0.68,1.28,2.74,0.0,0.0,0.0,0.0,584546.91,80340.98000000001,761183.5700000001,5381022.63,1178891.92,264582.48,783423.26,986876.1000000006,34.0194,33.0328374,63540314.38077,515901775.20195,8.11928269838847,1872740.0464,1.0121423715698137,2102489.024390244,1.136312661993089,24.77036395465155
White River Dairy,20784 Laurel AVE Stratford Kings 93266,585,75,256,285,104,156,1461,22245.98,275263.85,192684.7,44772.08,112339.84,293495.4,13084000.0,22011.9,143.31,18934.34,813009.42,70.0,0.0,0.0,0.0,0.0,22011.9,143.31,18934.34,813009.42,0.85,4.56,0.67,4.27,166320.0,34560.0,146880.0,979302.96,22011.9,143.31,18934.34,813009.42,26364.70000000001,10212.080000000002,-34540.16,-685807.5599999999,31.75144,30.83064824,7427103.1610159995,49528304.440000005,6.668589807661258,287418.0616,1.0441547685974748,324716.46341463417,1.179655314036457,23.341911196417144
Sunshine Dairy (Anthony & Robert Brazil Dairy),13113 7th AVE Hanford Kings 93230,329,50,150,150,50,30,759,12397.3,151252.58,105876.81,24836.8,62718.98,166863.06,42773000.0,116606.05,9443.48,64382.7,407885.8,67.0,89678.0,45315.7,226802.6,4793766.35,116606.05,9443.48,64382.7,407885.8,1.14,1.55,1.7,5.76,0.0,0.0,0.0,0.0,206284.05,54759.17999999999,291185.3,5201652.149999999,16198.809999999998,-20478.899999999994,-164083.62,-4626903.289999999,30.390664,29.509334744,4082173.8218112397,161913341.93,39.66350993308753,160173.11599999998,1.058977744379633,181956.95121951218,1.2030006444816492,23.931884740336173
Alvaro Machado Dairy,5230 9th Ave AVE Hanford Kings 93230,1,0,0,0,0,0,1,26.31,343.99,240.79,58.35,195.33,472.14,66484437.0,94838.0,10066.02,109383.61,634371.49,75.0,0.0,0.0,0.0,0.0,94838.0,10066.02,109383.61,634371.49,1.25,0.68,1.5,1.93,0.0,0.0,0.0,0.0,94838.0,10066.02,109383.61,634371.49,240.7899999999936,58.350000000000364,195.33000000000175,472.14000000001397,34.0194,33.0328374,12056.985650999999,251670852.66417,20873.44714085287,339.92519999999996,0.9881833774237622,365.0,1.06107735689991,26.31
