Origin Dairy Name,Origin Dairy Address,Origin Dairy Address (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Nearest Cross Street,Destination Type,Destination Type (Standardized),Destination Assessor Parcel Number,Destination Address (Geocoded),Haul Date,First Haul Date,Last Haul Date,Is Pipeline,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Manure Density,Method Used to Determine Volume of Manure,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manifest Type,Parameter Template
Joe Gomes Dairy #1,17625 Swanson Road Delhi Ca 95315,"(37.440734075074, -120.804445639698)",Hinds Manure Spreading,19075 3Rd Ave Stevinson Ca 95374,Hinds Compost 19075 3Rd Ave Stevinson 95374 (209) 634-8934,19075 3Rd Ave Stevinson 95374,,Compost Facility,Composting Facility,,"(37.325729172363, -120.834534746052)",10/6/24,,10/6/2024,False,,,1000.0,70.7%,,,Number Of Truckloads X Average Truck Weight,17265 Swanson Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,1,36,37,manure,R5-2007-0035_general_order
Nunes Dairy,1730 S. Healy Rd Merced Ca 95340,"(37.26269702546, -120.434388379385)",Alp Custom Spreading Inc.,Po Box 218 Newman Ca 95341,Rossow Farms 7745 E. Sandy Mush Merced 95340 (209) 862-3393,Mariposa Road Merced 95340,,Farmer,Farmer,,"(37.323633906117, -120.462489011913)",5/11/2024,,5/11/2024,False,,,1200.0,84.5%,,,Number Of Truckloads X Average Truck Weight,"1730 S. Healy Rd, Merced 2024 Dairy AR",rancho_cordova,generic_r5,1,45,46,manure,R5-2007-0035_general_order
Nunes Dairy,1730 S. Healy Rd Merced Ca 95340,"(37.26269702546, -120.434388379385)",Alp Custom Spreading Inc.,Po Box 218 Newman Ca 95341,Rossow Farms 7745 E. Sandy Mush Merced 95340 (209) 862-3393,Mariposa Road Merced 95340,,Farmer,Farmer,,"(37.323633906117, -120.462489011913)",10/13/2024,,10/13/2024,False,,,1300.0,84.5%,,,Number Of Truckloads X Average Truck Weight,"1730 S. Healy Rd, Merced 2024 Dairy AR",rancho_cordova,generic_r5,2,47,48,manure,R5-2007-0035_general_order
Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,"(37.894017346154, -121.098305108537)",Sousa'S Custom Harvesting,20178 Rd. Stockton 95215,Same,Oakwood Rd. Stockton 95215 185-080-51 185-080-10 &,,,,185-080-14,"(37.904473062422, -121.069380930912)",May 23-June 14 2024,6/14/2024,5/23/2026,False,,,630.0,8.8%,,,Hauler'S Estimation,17463 E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,generic_r5,1,74,75,manure,R5-2007-0035_general_order
Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,"(37.894017346154, -121.098305108537)",Sousa'S Custom Harvesting,20178 Gawne Rd. Stockton 95215,Same,Mariposa Rd. Stockton,,,,181-090-29,"(37.119235, -122.113404)",May 29 2024,,5/29/2024,False,,,199.5,8.8%,,,Hauler'S Estimation,17463 E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,generic_r5,2,76,77,manure,R5-2007-0035_general_order
Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,"(37.894017346154, -121.098305108537)",Sousa'S Custom Harvesting,20178 Gawne Rd. Stockton 95215,Thomas Pettitt 13019 Mariposa Rd. Stockton 95215 209-678-3227,Kaiser Rd. Stockton,,,,201-120-09,"(37.925767971536, -121.165777457448)",May 28-30 2024,,5/28/2026,False,,,441.0,8.8%,,,Hauler'S Estimation,17463 E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,generic_r5,4,80,81,manure,R5-2007-0035_general_order
Manuel & Jeannette Borges Dairy #2,17463 Gawne Rd. Stockton 95215,"(37.894017346154, -121.098305108537)",Sousa'S Custom Harvesting,20178 Gawne Rd. Stockton 95215,Ryan Rissetto 20700 Gawne Rd. Stockton 95215 209-992-8216,Gawne Rd. Stockton,,,,185-100-13,"(39.096186, -123.190084)",October 2-23 2024,,10/2/2026,False,,,535.5,9.0%,,,Hauler'S Estimation,17463 E Gawne Rd Stockton 2024 Dairy AR,rancho_cordova,generic_r5,5,82,83,manure,R5-2007-0035_general_order
Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden Ca 95236,"(37.955301966497, -121.041560210773)",Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden Ca 95236,The Scott'S Company 23390 E. Flood Street Linden Ca 95236 209-887-3845,23390 E. Flood Street Linden Ca 95236,,Fertilizer Company,Fertilizer Company,,"(38.006898699332, -121.027540136607)",2/27/24 To 12/11/24,,,False,27.0,278,7506.0,28.3% Moisture,,,278 Loads At 27 Ton Per Load,1763 S Hewitt Rd Linden 2024 Dairy AR,rancho_cordova,generic_r5,1,106,107,manure,R5-2007-0035_general_order
Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden Ca 95236,"(37.955301966497, -121.041560210773)",Bwc Weststeyn Dairy Lp,1763 S. Hewitt Road Linden Ca 95236,Dondero Farms 1776 Murray Road Linden Ca 95236 209-401-9785,22807 E. Milton Road Linden Ca 95236 093-110-01,,,,093-100-13,"(37.998766073957, -121.033980288093)",8/12/24 To 9/22/24,,,False,27.0,254,6858.0,44.2% Moisture,,,254 Loads At 27 Ton Per Load,1763 S Hewitt Rd Linden 2024 Dairy AR,rancho_cordova,generic_r5,2,108,109,manure,R5-2007-0035_general_order
Borba Cattle Company Llc.,18254 N. First Street Stevinson Ca 95374,"(37.342167635142, -120.819652090231)",John Or Randy Baptista,4505 N. Mccullagh Road Stevinson Ca 95374,Randy Baptista 4505 N. Mccullagh Road Stevinson 95374 (209) 402-2705,4505 N. Mccullagh Road Stevinson 95374 Merced County,,Farmer,Farmer,,"(37.359624876343, -120.885801064263)",5/8/24,,5/8/2024,False,,,960.0,87.9%,,,Number Of Truckloads X Average Truck Weight,"18254 N. First Ave, Stevinson 2024 Dairy AR",rancho_cordova,generic_r5,1,48,49,manure,R5-2007-0035_general_order
Borba Cattle Company Llc.,18254 N. First Street Stevinson Ca 95374,"(37.342167635142, -120.819652090231)",John Or Randy Baptista,4505 N. Mccullagh Road Stevinson Ca 95374,Randy Baptista 4505 N. Mccullagh Road Stevinson 95374 (209) 402-2705,4505 N. Mccullagh Road Stevinson 95374 Merced County,,Farmer,Farmer,,"(37.359624876343, -120.885801064263)",10/28/24,,10/28/2024,False,,,600.0,87.9%,,,Number Of Truckloads X Average Truck Weight,"18254 N. First Ave, Stevinson 2024 Dairy AR",rancho_cordova,generic_r5,2,50,51,manure,R5-2007-0035_general_order
Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,"(37.314362641105, -120.308854049215)",Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Frank Silva (209) 632-8202,19615 Geer Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.396577292772, -120.843239268681)",08/24/2024,,8/24/2024,False,,,1824.0,88.6 %,,,Hauler'S Calculations,1901 N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,generic_r5,5,133,134,manure,R5-2007-0035_software
Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,"(37.314362641105, -120.308854049215)",Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Frank Silva (209) 632-8202,19615 Geer Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.396577292772, -120.843239268681)",08/26/2024,,8/26/2024,False,,,2232.0,88.6 %,,,Hauler'S Calculations,1901 N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,generic_r5,6,135,136,manure,R5-2007-0035_software
Hillcrest Dairy Llc,1901 N Hayden Rd Le Grand Merced 95333,"(37.314362641105, -120.308854049215)",Silva & Sons Custom Spreading,P.O. Box 1261 Hilmar Ca 95324,Frank Silva (209) 632-8202,19615 Geer Ave Hilmar 95324,Merced,Farmer,Farmer,,"(37.396577292772, -120.843239268681)",08/27/2024,,8/27/2024,False,,,1568.0,88.6 %,,,Hauler'S Calculations,1901 N Hayden Rd Le Grand 2024 Dairy AR,rancho_cordova,generic_r5,7,137,138,manure,R5-2007-0035_software
Joe Oliveira Dairy,19104 Crane Avenue Hilmar Ca 95324,"(37.382652898032, -120.833857320637)",Dores Ag Services Inc.,22846 Second Avenue Stevinson Ca 95374,Nelson Dairy 19481 Geer Avenue Hilmar 95324 (209) 765-6237,19481 Geer Avenue Hilmar 95324 Merced County,,Farmer,Farmer,,"(37.396618741283, -120.840743054096)",5/11/2024,,5/11/2024,False,,,1000.0,89.5 %,,,Number Of Truckloads X Average Truck Weight,"19104 Crane Ave, Hilmar 2024 Dairy AR",rancho_cordova,generic_r5,1,74,75,manure,R5-2007-0035_general_order
Doornenbal Dairy #3,19325 Lone Tree Road Escalon Ca 95320,"(37.827766490089, -121.074046623462)",Doornenbal Dairy,19116 Lone Tree Road Escalon Ca 95320,Doornenbal Dairy #1 19116 Lone Tree Road Escalon Ca 95320 209-838-7108,19116 Lone Tree Road Escalon Ca,,,,205-060-07,"(37.82637698009, -121.075714873651)",,,,False,10.0,275,2750.0,(If,,(If Amount Reported In Cubic Yards),275 Loads At 10 Ton Per Load,19325 E Lone Tree Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,1,19,20,manure,R5-2013-0122_general_order
Dtm Ag,1933 Hall Rd. Denaiir 95316,"(37.512447632622, -120.745406365369)",Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms P.O. Box 868 Denair 95316 209-874-5343,4618 N. Montpelier Rd. Denair 95316,,,,,"(37.535437893837, -120.69666333529)",5/29/24,,5/29/2024,False,,,975.0,11.69% Moisture,,,Scale Weights,1933 Hall Rd Denair 2024 Dairy AR,rancho_cordova,generic_r5,6,60,61,manure,R5-2007-0035_general_order
Dtm Ag,1933 Hall Ro. Denair 95316,"(37.512447632622, -120.745406365369)",Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms P.O. Box 868 Denair 95316 209-874-5343,4618 N. Montpelier Rd. Denair 95316,,,,,"(37.535437893837, -120.69666333529)",10/22/24,,10/22/2024,False,,,975.0,38% Moisture,,,Scale Weights,1933 Hall Rd Denair 2024 Dairy AR,rancho_cordova,generic_r5,8,66,67,manure,R5-2007-0035_general_order
Dtm Ag,1933 Hall Rd. Denair 95316,"(37.512447632622, -120.745406365369)",Johnson Farms,P.O. Box 868 Denair 95316,Johnson Farms P.O. Box 868 Denair 95316 209-874-5343,4618 N. Montpelier Rd. Denair 95316,,,,,"(37.535437893837, -120.69666333529)",11/12/24,,11/12/2024,False,,,675.0,76.3% Moisture,,,Scale Weights,1933 Hall Rd Denair 2024 Dairy AR,rancho_cordova,generic_r5,9,69,70,manure,R5-2007-0035_general_order
Coutodairy,1980 County Road Qq Willows Glenn 95988,"(39.536479394667, -122.121338519324)",Cc Farms,1980 County Road Qq Willows Ca 95988,Couto Dairy #2 (530) 570-9430,1980 County Road Qq Willows 95988,County Road Qq Glenn,Farmer,Farmer,0019-0184-0002-0001 Glenn,"(39.536479394667, -122.121338519324)",10/01/2024,,10/1/2024,False,,,308.0,57.3 %,,,Amount Reported By Cc Farms.,1980 County Rd QQ Willows 2024 Dairy AR,rancho_cordova,generic_r5,3,37,38,manure,R5-2007-0035_software
Uc Davis Dairy,Dairy Road Davis 95616,"(38.536748571559, -121.758880695727)",Bob Black Smith,12498 County Road 100 Woodland 95776,Bruce Rominger County Road 29 Winters 95694 5303080101,2800 County Road 29 Winters 95694,,Rominger Bros.,Rominger Bros.,,"(38.592790850531, -122.004946919577)",June 15 2024 Through October 26 2024,,,False,,,8235.0,,,,,"201 Dairy Rd, Davis 2024 Dairy AR",rancho_cordova,generic_r5,1,56,57,manure,R5-2007-0035_general_order
Faial Farms Dairy,18714 Stineroad 3714 Stine Road Wastewater Bakersfield Ca 93313 Rwqcd? No,"(35.321167787501, -119.056525816488)",Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,T/M Composting Name Trina Payne,4322 Saco Rd Number 800 995 8331 Hag Ee Facility City/State I Bakersfield Ca F-Date,,Composting Facility,Composting Facility,,"(35.446720009412, -119.092199010352)",Jan 1 2024-Jan 31 2024,,,False,,,7831,68,,,,2024AR Faial Farms Dairy,kern,generic_r5,1a,20,20,manure,R5-2007-0035_one_page_2
De Boer Dairy,14976 Avenue 168 Tulare 93274,"(36.095113026023, -119.237022706884)",Aves Ag Service Inc.,2407 Avenue 199 Tulare Ca 93274,Tony Simoes 14469 Ave 180 Tulare Ca 93274,Fields 1 2 3 4,,,,,"(33.70298466352, -117.765293865355)",,,,False,,,7700.0,(If,,(If Amount Reported In Cubic Yards),Enter The Amount Of Process Wastewater Hauled In Gallons And The Method Used To Determine The,2024AR_4 Corners Dairy_14976 Ave 168_Tulare,tulare_east,innovative_ag,2,55,56,manure,R5-2013-0122_general_order
Aj Slenders Dai,625 E Coleman Ave Laton Fresno 93242,"(36.467154279127, -119.782774346722)",Medeiros Farms,12137 S Hughes Ave Caruthers Ca 93609,Medeiros Farms (59) 867-8876,Caruthers 93609,Hughes Fresno,Farmer,Farmer,,"(36.539831144575, -119.853247855475)",10/02/2024,,10/2/2024,False,,,2100.0,57.3 %,,,Weighted Average,2024AR_AJ Selnders Dairy_625 E Coleman Ave_Fresno,fresno_madera,generic_r5,1,48,49,manure,R5-2007-0035_software
Ajb Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,"(35.353777906384, -119.136484752428)",R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,2312 Alpine Meadows Ct. Wasco Ca 93280 Information Is True Accurate And Complete. I Am,Buttonwillow Land & Cattle Name Rob Tracy Cy,7540 Tracy Ave Number Z Facility City/State Buttonwillow Ca Lo,,Spreader,Spreader,487-6018,"(35.431147522959, -119.4247957782)",Apr 1 2024-Apr 30 2024,,,False,,,5857,65,,,,2024AR_AJB Ranch Dairy,kern,generic_r5,1a,104,104,manure,R5-2007-0035_one_page_2
Ajb Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,"(35.353777906384, -119.136484752428)",R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,"2312 Alpine Meadows Ct. ""Wasco Ca93280......~—~—~—~Csns Ttt Information Is True Accurate And Complete. I Am",Grimmway Farms Name Grimmway Farms Cf,Po Box 81498 Number Z Facility City/State I Bakersfield Ca Va,,Farmer,Farmer,845-5289,"(35.373405, -119.018911)",Feb 1 2024-Feb 29 2024,,,False,,,1382,69,,,,2024AR_AJB Ranch Dairy,kern,generic_r5,2a,106,106,manure,R5-2007-0035_one_page_2
Ajb Ranch Dairy,2874 Stockdale Hwy Stockdale Hwy. Wastewater Bakersfield Ca 93312 Rwqcd? No,"(35.354397567884, -119.083410843855)",R & M Farm Service Inc. Name Mike Martin Inquiry Of Those Individuals Immediately Responsible,"2312 Alpine Meadows Ct. ""Wasco Ca93280......~—~—~—~Csns Ttt Information Is True Accurate And Complete. I Am",R&M Manure Name Mike Cf,2312 Alpine Meadows Ct Number Z Facility City/State Wasco Ca A,,Broker,Broker,667-3931,"(35.598053804412, -119.352663131129)",Feb 1 2024-Feb 29 2024,,,False,,,3612,69,,,,2024AR_AJB Ranch Dairy,kern,generic_r5,3a,108,108,manure,R5-2007-0035_one_page_2
Antonio Garcia Dairy,6571 Fargo Ave Hanford Kings 93230,"(36.356631003486, -119.574762023787)",B. Mello Ag Services,5771 7Th Ave Hanford Ca 93230,C&R Dairy (Carlos Costa) (559) 333-2015,15336 10Th Ave Hanford 93230,Kings,Farmer,Farmer,,"(36.249779381906, -119.637257912959)",02/16/2024,,2/16/2024,False,,,300.0,62.6 %,,,Number Of Loads Multiplied By Load Weight,2024AR_Antonio Garcia Dairy_6571 Fargo Ave_Kings,kings,generic_r5,1,79,80,manure,R5-2007-0035_software
Antonio Garcia Dairy,6571 Fargo Ave Hanford Kings 93230,"(36.356631003486, -119.574762023787)",B. Mello Ag Services,5771 7Th Ave Hanford Ca 93230,C&R Dairy (Carlos Costa) (559) 333-2015,15336 10Th Ave Hanford 93230,Kings,Farmer,Farmer,,"(36.249779381906, -119.637257912959)",04/08/2024,,4/8/2024,False,,,200.0,62.6 %,,,Number Of Loads Multiplied By Load Weight,2024AR_Antonio Garcia Dairy_6571 Fargo Ave_Kings,kings,generic_r5,2,81,82,manure,R5-2007-0035_software
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,"(36.104061232448, -119.357825584886)",Gutierrez Spreading Llc,3612 Avenue 236 Tulare Ca 93274,Elk Creek Dairy (209) 628-8297,18017 Road 93 Tulare 93270,Tulare,Farmer,Farmer,,"(35.9568773, -119.0312377)",05/16/2024,,5/16/2024,False,,,2284.09,23.5 %,,,Number Of Loads Multiplied By Load Weight,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,1,250,251,manure,R5-2007-0035_software
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,"(36.104061232448, -119.357825584886)",Gutierrez Spreading Llc,3612 Avenue 236 Tulare Ca 93274,Bebereia Farms (Luke Bebereia) (559) 688-1272,5162 Avenue 252 Tulare 93274,Tulare,Farmer,Farmer,,"(36.247692204196, -119.457653090105)",09/13/2024,,9/13/2024,False,,,9000.0,86.6 %,,,Number Of Loads Multiplied By Load Weight,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,2,252,253,manure,R5-2007-0035_software
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,"(36.104061232448, -119.357825584886)",Triple M Custom Chopping And Manure Spreading Inc,23121 Road 48 Tulare Ca 93274,Clarklind Farms (Ron Clark) (559) 280-6783,7370 Avenue 228 Tulare 93274,Tulare,Farmer,Farmer,,"(36.203462200051, -119.407661636086)",05/07/2024,,5/7/2024,False,,,7800.0,74.8 %,,,Number Of Loads Multiplied By Load Weight,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,3,254,255,manure,R5-2007-0035_software
Aukeman Farms,17297 Road 96 Tulare Tulare 93274,"(36.104061232448, -119.357825584886)",Triple M Custom Chopping And Manure Spreading Inc,23121 Road 48 Tulare Ca 93274,Clarklind Farms (Ron Clark) (559) 280-6783,7370 Avenue 228 Tulare 93274,Tulare,Farmer,Farmer,,"(36.203462200051, -119.407661636086)",10/19/2024,,10/19/2024,False,,,7100.0,24.6%,,,Number Of Loads Multiplied By Load Weight,2024AR_Aukeman Farms Dairy_17297 Road 96_W Tulare,tulare_west,generic_r5,4,256,257,manure,R5-2007-0035_software
Banos Dairy,4667 Avenue 23 1/2 Chowchilla Madera 93610,"(37.092641981827, -120.46210398919)",J & F Fertilizer,1275 North Avenue Gustine Ca 95322,J & F Fertilizer (209) 495-1964,1275 North Avenue Gustine 95322,North Avenue Merced,Broker,Broker,,"(37.260716449125, -121.007144535429)",10/01/2024,,10/1/2024,False,,,1800.0,62.4 %,,,An Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Exported,2024AR_Banos Dairy_4667 Ave 23.5_Madera,fresno_madera,generic_r5,1,25,26,manure,R5-2007-0035_software
Banos Dairy,4667 Avenue 23 1/2 Chowchilla Madera 93610,"(37.092641981827, -120.46210398919)",J & F Fertilizer,1275 North Avenue Gustine Ca 95322,J & F Fertilizer (209) 495-1964,1275 North Avenue Gustine 95322,North Avenue Merced,Broker,Broker,,"(37.260716449125, -121.007144535429)",06/10/2024,,6/10/2024,False,,,2100.0,83.3 %,,,An Averaged Scale Weighed Trucks Multiplied By The Number Of Trucks Exported,2024AR_Banos Dairy_4667 Ave 23.5_Madera,fresno_madera,generic_r5,2,27,28,manure,R5-2007-0035_software
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,"(35.208699842036, -119.052247067829)",Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Grimmway Farms Name Grimmway Farms F [ F,Po Box 81498 Number F Pt F Facility City/State Bakersfield Ca Aar Bho,,Farmer,Farmer,845-5289,"(35.373405, -119.018911)",May 1 2024-May 31 2024,,,False,,,4041,70,,,,2024AR_Bear Mountain Dairy,kern,generic_r5,1a,82,82,manure,R5-2007-0035_one_page_2
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,"(35.208699842036, -119.052247067829)",Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Grimmway Farms Name Grimmway Farms F [ F,Po Box 81498 Number F Pt F Facility City/State Bakersfield Ca Aar Bho,,Farmer,Farmer,845-5289,"(35.373405, -119.018911)",Nov 1 2024-Nov 30 2024,,,False,,,10631,70,,,,2024AR_Bear Mountain Dairy,kern,generic_r5,1b,82,82,manure,R5-2007-0035_one_page_2
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,"(35.208699842036, -119.052247067829)",Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Kirschenman Enterprises Name Kirschenman Enterprises F [ A,Po Box 27 Number F 7 Z ‘ A Ce Too If La Yd Ft Het,,Farmer,Farmer,,"(18.3807009, -67.1903243)",Feb 1 2024-Feb 29 2024,,,False,,,4859,67,,,,2024AR_Bear Mountain Dairy,kern,generic_r5,3a,86,86,manure,R5-2007-0035_one_page_2
Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,"(35.208699842036, -119.052247067829)",Brachena Ag Services Inc Name Fred Amirfar Inquiry Of Those Individuals Immediately Responsible,9442 Bear Mountain Blvd. Bakersfield Ca 93311 Information Is True Accurate And Complete. I Am,Greg Tesch Name Tesch Farms F [ A,I 200 Hume Lane Number Va Pt F Facility City/State Bakersfield Ca Aar Bho,,Farmer,Farmer,345-5735,"(35.353201355484, -119.074118407012)",Jun 1 2024-Jun 30 2024,,,False,,,3009,68,,,,2024AR_Bear Mountain Dairy,kern,generic_r5,5a,90,90,manure,R5-2007-0035_one_page_2
Big De Dairy Lp,2947 W Manning Ave Fresno Fresno 93706,"(36.603197593523, -119.842552514673)",Larry Burrows Spreading,11751 W. Jensen Avenue Kerman Ca 93630,Larry Burrow Spreading (559) 846-9671,Fresno 93706,Central And Dickensen Avenues Fresno,Broker,Broker,,"(36.676940990927, -119.97033404185)",01/25/2024,,1/25/2024,False,,,2500.0,58.2 %,,,An Average Of Scale Weighed Oads Multiplied By The Total Number Of Loads Exported,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno,fresno_madera,generic_r5,1,68,69,manure,R5-2007-0035_software
Big De Dairy Lp,2947 W Manning Ave Fresno Fresno 93706,"(36.603197593523, -119.842552514673)",Larry Burrows Spreading,11751 W. Jensen Avenue Kerman Ca 93630,Larry Burrow Spreading (559) 846-9671,Fresno 93706,Cornelia And American Avenues Fresno,Broker,Broker,,"(36.662918988924, -119.880474004839)",01/26/2024,,1/26/2024,False,,,2875.0,58.2 %,,,An Average Of Scale Weighed Oads Multiplied By The Total Number Of Loads Exported,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno,fresno_madera,generic_r5,2,70,71,manure,R5-2007-0035_software
Big De Dairy Lp,2947 W Manning Ave Fresno Fresno 93706,"(36.603197593523, -119.842552514673)",Larry Burrows Spreading,11751 W. Jensen Avenue Kerman Ca 93630,Larry Burrow Spreading (559) 846-9671,Fresno 93706,Central And Rolinda Avenues Fresno,Broker,Broker,,"(36.708778, -119.813423)",04/27/2024,,4/27/2024,False,,,2000.0,81.8 %,,,An Average Of Scale Weighed Oads Multiplied By The Total Number Of Loads Exported,2024AR_Big De Cattle Dairy_2947 W Manning Ave_Fresno,fresno_madera,generic_r5,3,72,73,manure,R5-2007-0035_software
