Source PDF,Street no,Rest of PDF,County,Manifest Number,Is Duplicate,Start Page,End Page,Manifest Type,DONE,Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Assessor Parcel Number,Destination Type (Standardized),First Haul Date,Last Haul Date,Unique Hauling Days Mentioned,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Moisture (%),Total Manure Amount (cubic yards),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Manure Number of Hauls,Manure Mass per Haul (tons),Manure Volume per Haul (cubic yards),Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Is Pipeline,Parameter Template
2024AR_G & A Dairy #2_6043 S Madera Ave_Fresno,,2024AR_G & A Dairy #2_6043 S Madera Ave_Fresno,fresno_madera,5,,29,30,manure,x,G & A Dairy #2,6043 S Madera Kerman Fresno 93630,Netto Ag Inc.,10044 Flint Avenue Hanford Ca 93230,Netto Ag Inc. (559) 585-2097,10044 Flint Avenue Hanford CA 93230,Hanford 93230,Flint Avenue Kings,,Broker,,2024-10-01,,,2140.0,75.7,,,,Averaged Scale Weighed Loads Multiplied By The Number Of Loads Exported.,,,,,,,,,False,R5-2007-0035_software
2024AR_G & A Dairy #2_6043 S Madera Ave_Fresno,,2024AR_G & A Dairy #2_6043 S Madera Ave_Fresno,fresno_madera,6,,31,32,wastewater,x,G & A Dairy #2,6043 S Madera Kerman Fresno 93630,G&A Dairy #2,9256 S. Valentine Avenue Fresno Ca 93706,Degroot Generations Farming (559) 352-6340,P.O. Box 503 Kerman CA 93630,Fresno 93706,S. Madera And Lincoln Avenues Fresno,,Farmer,,2024-10-23,,600000.0,,,,,,,Run-Times Multiplied By The Gpm Of The Lagoon Pump.,,,,,,,,False,R5-2007-0035_software
2024AR_G & A Dairy #2_6043 S Madera Ave_Fresno,,2024AR_G & A Dairy #2_6043 S Madera Ave_Fresno,fresno_madera,7,,33,34,wastewater,x,G & A Dairy #2,6043 S Madera Kerman Fresno 93630,G&A Dairy #2,9256 S. Valentine Avenue Fresno Ca 93706,Haupt & Sons Farming (559) 246-2633,P.O. Box 502 Kerman CA 93630,Fresno 93706,S. Madera And Lincoln Avenues Fresno,,Farmer,,2024-12-31,,5512518.0,,,,,,,Run-Times Multiplied By The Gpm Of The Lagoon Pump.,,,,,,,,False,R5-2007-0035_software
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,1,,34,35,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Joe D Rented Field,,Marks & Muscat,,,Farmer,,2024-05-13,,,1498.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,2,,36,37,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,,,Bottasso Muscat & Westlawn,,,Farmer,,2024-05-17,,,1946.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,3,,38,39,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,,,Big De Muscat & Westlawn,,,Farmer,,2024-05-22,,,1450.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,4,,40,41,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Big De,,Central Dickenson,,,Farmer,,2024-08-31,,,750.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,5,,42,43,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Big De,,Central Rolinda,,,Farmer,,2024-09-17,,,750.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,6,,44,45,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Big De,,Central Jameson,,,Farmer,,2024-09-23,,,825.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,7,,46,47,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Big De,,Cornelia American,,,Farmer,,2024-09-24,,,1725.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,8,,48,49,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Big De,,Central Grantland,,,Farmer,,2024-10-18,,,750.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,9,,50,51,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Big De,,Central Muscat,,,Farmer,,2024-10-23,,,1724.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_G & A Dairy_2200 S Marks Ave_Fresno,,2024AR_G & A Dairy_2200 S Marks Ave_Fresno,fresno_madera,10,,52,53,manure,x,G&A Dairy,2200 S. Marks Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kermen Ca 93630,Rolinda California,,Americo Foglio,,,Farmer,,,,,1750.0,54.3,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Gerrit Visser & Sons Dairy_18565 S Marks Ave_Fresno,,2024AR_Gerrit Visser & Sons Dairy_18565 S Marks Ave_Fresno,fresno_madera,1,,46,47,manure,x,Gerrit Visser & Sour,18437 S. Marker Ave Riverdale 93656,Burrow Bros Trucking & Spreading,13265 W Jenson Keman 93630,13265 W Jenson Keman 93630,13265 W Jenson Keman 93630,,,,Broker,2024-06-01,2024-10-01,,,5420.0,81.0,,,,Truck Scales,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Golden Star Dairy_4109 E Conejo Ave_Fresno,,2024AR_Golden Star Dairy_4109 E Conejo Ave_Fresno,fresno_madera,1,,35,36,manure,x,Golden Star Dai,4109 E Conejo Ave Selma Fresno 93662,Medeiros Farms,12137 S Hughes Ave Caruthers Ca 93609,Medeiros Farms (559) 906-1406,12137 S Hughes Ave Caruthers CA 93609,Caruthers 93609,Hughes Fresno,,Farmer,,2024-10-15,,,2800.0,52.4,,,,Weighted Average,,,,,,,,,False,R5-2007-0035_software
2024AR_Iest Family Farms Dairy_14576 Ave 14_Madera,,2024AR_Iest Family Farms Dairy_14576 Ave 14_Madera,fresno_madera,1,,381,382,manure,x,Lest Family Farms,14576 Avenue 14 Madera Madera 93637,Richie Lest Farms Inc,14676 Ave 14 Madera Ca 93637,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos CA 93620,7792 Nickle Rd Dos Palos 93620,Merced,,Farmer,,2024-05-22,,,1735.0,66.3,,,,Number Of Loads Multiplied By Load Weight.,,,,,,,,,False,R5-2007-0035_software
2024AR_Iest Family Farms Dairy_14576 Ave 14_Madera,,2024AR_Iest Family Farms Dairy_14576 Ave 14_Madera,fresno_madera,2,,383,384,manure,x,Lest Family Farms,14576 Avenue 14 Madera Madera 93637,Richie Lest Farms Inc,14676 Ave 14 Madera Ca 93637,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos CA 93620,7792 Nickle Rd Dos Palos 93620,Merced,,Farmer,,2024-08-29,,,3313.0,73.7,,,,Number Of Loads Multiplied By Load Weight.,,,,,,,,,False,R5-2007-0035_software
2024AR_Iest Family Farms Dairy_14576 Ave 14_Madera,,2024AR_Iest Family Farms Dairy_14576 Ave 14_Madera,fresno_madera,3,,385,386,manure,x,Lest Family Farms,14576 Avenue 14 Madera Madera 93637,Richie Lest Farms Inc,14676 Ave 14 Madera Ca 93637,El Nido Ranch (209) 675-8658,7792 Nickle Rd Dos Palos CA 93620,7792 Nickle Rd Dos Palos 93620,Merced,,Farmer,,2024-12-10,,,1199.0,73.7,,,,Number Of Loads Multiplied By Load Weight.,,,,,,,,,False,R5-2007-0035_software
2024AR_J & D Wilson & Sons Dairy_11720 W Mt Whitney Ave_Fresno,,2024AR_J & D Wilson & Sons Dairy_11720 W Mt Whitney Ave_Fresno,fresno_madera,1,,70,71,manure,x,J&D Wilson & Sons Dairy,11720 W Mt. Whitney Ave Riverdale Fresno 93656,Thomas Bros Hauling,19721 Excelsior Ave Riverdale Ca 93656,Thomas Bro Spreading 559) 922-0270,19721 Excelsior Ave Riverdale CA 93656,Riverdale 93656,Compost Yard Fresno,,Broker,,2024-01-15,,,6500.0,59.4,,,,Weighted Average,,,,,,,,,False,R5-2007-0035_software
2024AR_J & D Wilson & Sons Dairy_11720 W Mt Whitney Ave_Fresno,,2024AR_J & D Wilson & Sons Dairy_11720 W Mt Whitney Ave_Fresno,fresno_madera,2,,72,73,manure,x,J&D Wilson & Sons Dai,11720 W Mt. Whitney Ave Riverdale Fresno 93656,Thomas Bros Hauling,19721 Excelsior Ave Riverdale Ca 93656,Thomas Bro Spreading (559) 922-0270,19721 Excelsior Ave Riverdale CA 93656,Riverdale 93656,Compost Yard Fresno,,Broker,,2024-04-01,,,6500.0,59.4,,,,Weighted Average,,,,,,,,,False,R5-2007-0035_software
2024AR_J & D Wilson & Sons Dairy_11720 W Mt Whitney Ave_Fresno,,2024AR_J & D Wilson & Sons Dairy_11720 W Mt Whitney Ave_Fresno,fresno_madera,3,,74,75,manure,x,J&D Wilson & Sons Dai,11720 W Mt. Whitney Ave Riverdale Fresno 93656,Thomas Bros Hauling,19721 Excelsior Ave Riverdale Ca 93656,Thomas Bro Spreading 559) 922-0270,19721 Excelsior Ave Riverdale CA 93656,Riverdale 93656,Compost Yard Fresno,,Broker,,2024-12-02,,,4657.0,40.1,,,,Weighted Average,,,,,,,,,False,R5-2007-0035_software
2024AR_J&D Wilson Dry Cows_430 W Mt. Whitney Ave_Fresno,,2024AR_J&D Wilson Dry Cows_430 W Mt. Whitney Ave_Fresno,fresno_madera,1,,68,69,manure,x,J&D Wilson Dry Cows,430 W Mt. Whitney Ave Riverdale Fresno 93656,Thomas Bros Spreading,19721 Excesisior Riverdale Ca 93656,Thomas Bros Hauling (559) 352-0608,19721 Excesisior Riverdale CA 93656,Riverdale 93656,Stockpile Fresno,,Broker,,2024-07-05,,,850.0,57.5,,,,Weighted Average,,,,,,,,,False,R5-2007-0035_software
2024AR_J&D Wilson Dry Cows_430 W Mt. Whitney Ave_Fresno,,2024AR_J&D Wilson Dry Cows_430 W Mt. Whitney Ave_Fresno,fresno_madera,2,,70,71,manure,x,J&D Wilson Dry Cows,430 W Mt. Whitney Ave Riverdale Fresno 93656,Thomas Bros Spreading,19721 Exceslisior Riverdale Ca 93656,Thomas Bros Haulin 559) 352-0608,19721 Exceslsior Riverdale CA 93656,Riverdale 93656,Stockpile Fresno,,Broker,,2024-09-10,,,11410.0,56.8,,,,Weighted Average,,,,,,,,,False,R5-2007-0035_software
2024AR_Joe R. Garcia Dairy_20677 East Ave_Fresno,,2024AR_Joe R. Garcia Dairy_20677 East Ave_Fresno,fresno_madera,1,,90,91,manure,x,Joe R Garcia Dairy Aka Netto Enterprise,20677 S East Ave Laton Fresno 93242,Netto Ag,10044 Flint Ave Hanford Ca 93230,Netto A 559) 585-2097,10044 Flint Ave Hanford CA 93230,Hanford 93230,Stockpile Kings,,Broker,,2024-04-04,,,1500.0,62.9,,,,Dry Manure,,,,,,,,,False,R5-2007-0035_software
2024AR_Kerman Cattle Company_4301 S Dickenson Ave_Fresno,,2024AR_Kerman Cattle Company_4301 S Dickenson Ave_Fresno,fresno_madera,1,,53,54,manure,x,Kerman Cattle Co,4301 S Dickenson Fresno Fresno 93706,Burrow Bros Trucking,133265 W. Kamm Ave Kerman Ca 93656,Burrow Bros Truckin 559) 246-3831,13265 W. Kamm Kerman CA 93656,Kerman 93656,Kamm Fresno,,Broker,,2024-10-22,,,2200.0,53.0,,,,Weighted Average,,,,,,,,,False,R5-2007-0035_software
"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno",,"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno",fresno_madera,1,,28,29,manure,x,Kiss Cattle Llc,2585 South Chateau Fresno Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kerman Ca 93630,Bottasso Dairy,,Muscat-Westlawn,,,Farmer,,2024-11-01,,,1064.0,46.2,,,,,,,,,,,,,False,R5-2013-0122_general_order
"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno",,"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno",fresno_madera,2,,30,31,manure,x,Kiss Cattle Llc,2585 South Chateau Fresno Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kerman Ca 93630,Big De,,Central Dickenson,,,Farmer,,2024-07-05,,,525.0,79.9,,,,,,,,,,,,,False,R5-2013-0122_general_order
"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno",,"2024AR_Kiss Cattle, LLC_2585 S Chateau Fresno Ave_Fresno",fresno_madera,3,,32,33,manure,x,Kiss Cattle Llc,2585 South Chateau Fresno Avenue Fresno Ca 93706,Larry Burrows,11751 W. Jensen Ave. Kerman Ca 93630,Robin Kezirian,,Jensen-Westlawn,,,Farmer,,2024-10-02,,,355.0,46.2,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_L & J Vanderham Dairy_10772 W Mt. Whitney Ave_Fresno,,2024AR_L & J Vanderham Dairy_10772 W Mt. Whitney Ave_Fresno,fresno_madera,1,,61,62,manure,x,L+J Vanderham,10772 W Mount Whitney Ave Riverdale 93656,I Murillo Trucking Inc.,7182 22nd Ave Lemoore 93245,,,12th + Kent Ave Hanford 93230,,,Farmer,2024-12-02,2024-12-04,,,323.0,49.0,,,,Weighed On Scale Per Load,,,,,,,,,False,R5-2013-0122_general_order
2024AR_LaSalle Dairy_10663 7.5 Ave_Madera,,2024AR_LaSalle Dairy_10663 7.5 Ave_Madera,fresno_madera,1,,33,34,manure,x,Lasalle Dairy,10663 7 1/2 Ave Firebaugh Madera 93622,Green Valley Soils,18919 Avenue 23 Chowchilla Ca 93610,Green Valley Soils,18919 Avenue 23 Chowchilla CA 93610,Avenue 23 Avenue 23 Chowchilla 93610,Avenue 23 & Road 19 Madera,,Composting Facility,,2024-05-22,,,4150.0,63.5,,,,Scale Weighed Trucks,,,,,,,,,False,R5-2007-0035_software
2024AR_LaSalle Dairy_10663 7.5 Ave_Madera,,2024AR_LaSalle Dairy_10663 7.5 Ave_Madera,fresno_madera,2,,35,36,manure,x,La Salle Dairy,10663 Ave 7 12 Firebaugh 93622,Ryan Machado Green Valley Soils Compet,Chowchilla Ca,Ryan Machado 559 474-2377,Ryan Machado 559 474-2377,,,,Composting Facility,2024-05-15,2024-05-22,,,4150.0,4150.0,,,,Truckweight,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Maple Dairy_19860 Maple St_Fresno,,2024AR_Maple Dairy_19860 Maple St_Fresno,fresno_madera,1,,69,70,manure,x,Maple Dairy,19860 S. Maple Avenue Laton Ca 93242,Rodrigues Bros Inc,10071 6Th Avenue Hanford 93230,Rodrigues Bros Inc. 10071 6Th Avenue Hanford 93230,,10071 6th Avenue Hanford 93230,,,Broker,2024-01-31,2024-03-12,,,277.62,66.1,,,,,,,,,,,,,False,R5-2013-0122_general_order
2024AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno,,2024AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno,fresno_madera,1,,106,107,manure,x,Mt. Whitney Dairy,,Thomas Bros. Spreading Inc.,,Mt. Whitney Dairy Fuller Ranch (559) 260-9712,Mt. Whitney Dairy Fuller Ranch,20784 S Marks Ave Riverdale 93656,,,Farmer,,,,,2380.0,57.9,,,,Check Weigh Loads,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno,,2024AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno,fresno_madera,2,,108,109,manure,x,Mt. Whitney Dairy,,Thomas Bros. Spreading Inc.,,Mt. Whitney Farms (559) 260-9712,Mt. Whitney Farms,20784 S Marks Ave Riverdale 93656,,,Farmer,,,,,1170.0,57.9,,,,Check Weigh Loads,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno,,2024AR_Mt. Whitney Dairy_2792 W Mt. Whitney Ave_Fresno,fresno_madera,3,,110,111,manure,x,Mt. Whitney Dairy,,Thomas Bros. Spreading Inc.,,Gene And Grace Davis (559) 867-4255,Gene And Grace Davis,22391 S Hughes Ave Riverdale 93656,,,Farmer,,,,,204.0,58.5,,,,Check Weigh Loads,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,fresno_madera,1,,126,127,manure,x,Morning Star Dairy Inc,10262 W Elkhom Ave Burrel Fresno 93607,Thomas Bros. Spreading Inc,19721 Excelsior Ave Riverdale Ca 93656,Mlt (559) 906-1406,19721 Excelsior Ave Riverdale CA 93656,19721 Excelsior Ave Riverdale 93656,Fresno,0001-0001-0001-0001 Fresno,Broker,,2024-11-25,,,619.45,73.0,,,,Scale Wts,,,,,,,,,False,R5-2007-0035_software
2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,fresno_madera,2,,128,129,manure,x,Morning Star Dairy Inc,10262 W Elkhorn Ave Burre!L Fresno 93607,Eriksson Llc,10241 W Elkhorn Ave Burrel Ca 93607,Eriksson Llc (559) 804-9584,10241 E Elkhorn Ave Burrel CA 93607,10241 W Elkhorn Ave Burrel 93607,Fresno,0001-0001-0001-0001 Fresno,Farmer,,2024-05-28,,,1051.73,76.0,,,,Scale Wts,,,,,,,,,False,R5-2007-0035_software
2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,fresno_madera,3,,130,131,manure,x,Morning Star Dairy Inc,10262 W Elkhorn Ave Burrel Fresno 93607,Green Valley Soils,18919 Ave 23 Chowchilla Ca 93610,Green Valley Soils,18819 Ave 23 Chowchilla CA 93610,18919 Ave 23 Chowchilla 93610,Madera,0001-0001-0001-0001 Madera,Composting Facility,,2024-06-24,,,1968.19,73.0,,,,Scale Wts,,,,,,,,,False,R5-2007-0035_software
2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,,2024AR_Open Sky Heifer Ranch (former Morning Star Dairy)_10032 W Elkhorn Ave_Fresno,fresno_madera,4,,132,133,manure,x,Morning Star Dairy Inc,,Chavira & Sons,"113 Walnut St Madera, CA 93637",Chavira,Chavira,"113 Walnut St Madera, CA 93637",,0001-0001-0001-0001,Broker,,2024-11-22,,,724.81,73.0,,,,Scale Wts,,,,,,,,,True,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,1,,103,103,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 N. Lake Kurman 93430,Clinton-Lake Kerman 93630,,015-091-045,Farmer,2024-10-23,2024-10-28,,,289.89,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,2,,104,104,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 N. Luke Are. Lyman 93630,180 Whitesbridge Rd Jones Place Kerman,,020-27-10,Farmer,,2024-11-14,,,56.7,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,3,,105,105,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 N. Luke Ave. Kurman 93630,Clinton-Plumas (Nwc) Kerman,,015-080-075,Farmer,,2024-10-28,,,145.07,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,4,,106,106,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 N. Luke Ave. Kurman 93630,Plumas Aue. Steve Dies Kerman,,015-040-425,Farmer,,2024-11-11,,,21.25,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,5,,107,107,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 N. Luke Kurman 93430,Shields+Lake (Spoisdoff) Kerman,,015-080-115,Farmer,,2024-11-14,,,22.61,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,6,,108,108,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 N. Luke Kurman 93630,Latershields Kerman,,015-091-01,Farmer,2024-10-23,2024-10-29,,,204.72,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,7,,109,109,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 . Like Anie. Kurman 93630,Mckinley & Plumas (Shukens) Kerman,,015-091-165,Farmer,,2026-11-21,,,121.46,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,8,,110,110,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Kenneson Farms 2554 N. Lake Ave Kurman 93430,Kenneson Farms 2554 V. Luke Kuman 93630,Ave 5/12 Madera 93637,,40-131-04,Farmer,,2026-11-24,,,63.54,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,9,,111,111,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Satrasni Bros Ranch W.Shields Kerman 93630,Satrasni Bros Ranch W.Shields Kerman 93630,Shields Ave. Shop Kerman 93630,,015-070-345,Farmer,,2024-10-30,,,169.92,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,10,,112,112,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Satragni Bros. Ranch 2200W. Shields Kerman 9330 559.846.7045,Satragni Bros. Ranch 2200W. Shields Kerman 93630,,,,Farmer,2024-11-06,2024-12-10,,,581.95,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,11,,113,113,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Satragni Bris Ranch W. Shields Kerman 93630 589-846.7045,Satragni Bris Ranch W. Shields Kerman 93630,,,,Farmer,2024-12-22,2024-12-30,,,541.2,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,,2024AR_Pacheco Dairy_1108 N Plumas Ave_Fresno,fresno_madera,12,,114,115,manure,x,Pacheco Dairy Inc.,1108 N. Plumas Kerman 93630,Alex Buchnoff & Sons,1395 N. Madera Avenue Kerman 93630,Brian Pacheco 20019 W. Belmont Kerman 93630 559-647-6850,Brian Pacheco 20019 W. Belmont Kerman 93630,Belmont Plumas Kermen,,070-261-515,Farmer,,,,,300.04,,,,,Scale Weights,,,,,,,,,False,R5-2007-0035_general_order
