Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Name,Destination Address,Destination Type,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Manure Density,Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Source PDF,Manifest Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded)
,,,,,,,,,3528.0,,,,,22922 Kilburn Rd Crows Landing 2024 Dairy AR,5,,
Crupside Duris,,Brasil & Sons,21768 E Lone Rd Exala 95320,Skiff Ranch 24323 6 Skir Rol Escala 95320 838-180,,,5/10/24,,770.0,,,77 Loads @10Tl Lood,Written Agreement,23234 Lone Tree Rd Escalon 2024 Dairy AR,1,,
Kool Haas #2,,Van Ruter Farms,22339 River Rd. Escalan 95320,Sken Van Ruter 22339 River Rd Escalon 95320 209652-682,22339 River Rd Escalon 95320 0245 0250 0009 0600,,7/24/24,,1173.0,,,The,Written Agreement,24586 E Lone Tree Rd Escalon 2024 Dairy AR,1,,"(37.757052144854, -121.034235852321)"
Kool Haas #2,,Van Ruter Farms,22339,Glen Van Ruler 22389 River Rd Escalon 95320 209652-682,22339 River Rd Escalon 95320 0245 0250 0009 0000,,10/15,,373.0,,,The,Written Agreement,24586 E Lone Tree Rd Escalon 2024 Dairy AR,2,,"(37.757052144854, -121.034235852321)"
Roest Family Dairy,Contact Person Name And Phone,Avila Spreading Service,P.O. Box 580742 Modesto Ca 95358,Avila Spreading Service P.O. Box 580742 Modesto 95358,Paradise & Baker Road Stanislaus County,Broker,5/25/2024,,1200.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"2472 Gates Rd, Modesto 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.609000996504, -121.094093034553)"
Roest Family Dairy,Contact Person Name And Phone,Avila Spreading Service,P.O. Box 580742 Modesto Ca 95358,Melvin Wheeler & Sons 5301 Woodland Ave Modesto 95358,Apn# 0012-0047-0005-0000; 0017-0021-0026-000,Farmer,7/27/24,,1300.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"2472 Gates Rd, Modesto 2024 Dairy AR",2,"(38.1302, -121.24717)","(36.374105693, -119.27023)"
Roest Family Dairy,Contact Person Name And Phone,Avila Spreading Service,P.O. Box 580742 Modesto Ca 95358,Melvin Wheeler & Sons 5301 Woodland Ave Modesto 95358,Apn# 0012-0048-0003-0000; 0012-0048-0004-000; Stanislaus County,Farmer,8/10/24,,1300.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"2472 Gates Rd, Modesto 2024 Dairy AR",3,"(38.1302, -121.24717)","(34.284060520252, -119.183505680032)"
Roest Family Dairy,Contact Person Name And Phone,Avila Spreading Service,P.O. Box 580742 Modesto Ca 95358,Melvin Wheeler & Sons 5301 Woodland Ave Modesto 95358,Apn# 0012-0001-0001-0000 Stanislaus County,Farmer,10/25/24,,1300.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"2472 Gates Rd, Modesto 2024 Dairy AR",4,"(38.1302, -121.24717)","(38.490414525611, -121.544884024907)"
Roest Family Dairy,Contact Person Name And Phone,Avila Spreading Service,P.O. Box 580742 Modesto Ca 95358,Melvin Wheeler & Sons 5301 Woodland Ave Modesto 95358,Apn# 0012-0044-0027-0000 Stanislaus County,Farmer,11/20/24,,1800.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"2472 Gates Rd, Modesto 2024 Dairy AR",5,"(38.1302, -121.24717)","(38.491264911597, -121.544469036881)"
Fagundes Brothers Dairy #1,Contact Person Name And Phone,Kenneth Stone & Family Spreading Llc,5175 W. Shaw Ave Winton Ca 95388,Fagundes Dairy Po Box 2717 Merced 95344,14478 Cox Ferry Road Snelling 95369 Merced County,Farmer,5/15/2024,,6200.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,2510 W Turlock Rd Snelling 2024 Dairy AR,1,"(38.1302, -121.24717)","(37.498999539529, -120.500448262552)"
Fdb Dairy,,Brasil Spreading,21768 Lone Tree Rd Escalon 95330,Victor Bravil 21768 Lime Tree Rd. Escalo 95320209838-2868,Edwards/Campbell Escala 95320 0247 0150,,11/13-14 2024,,935.0,,,The,Written Agreement,25381 E Dodds Rd Escalon 2024 Dairy AR,1,,"(37.796602993178, -120.999184996355)"
Fdb Dairy,,Brasil Spreading,21768 Lone Tree Rd Escala 95320,Victor Brasil 21768 Lone Tree Rd. Escalon 95320 2098382668,21768 Lime Tree Rd Escalon 95320 0247 0150 0650 000,,5 30-31 2024,,148.0,,,The,Written Agreement,25381 E Dodds Rd Escalon 2024 Dairy AR,2,,"(37.796602993178, -120.999184996355)"
6 D Dores Dairy,Contact Person Name And Phone,Dores Ag Services Inc.,22846 Second Avenue Stevinson Ca 95374,Dores Ag Services Inc. 22846 Second Avenue Stevinson 95374,Third Avenue & Cemetery Road Merced County,Broker,10/16/2024,,1700.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"25762 Turner Ave, Hilmar 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.328003685609, -120.923973340971)"
John Brasil Dairy #1,Contact Person Name And Phone,John Brasil Dairy #1,2613 S. Mitchell Road Turlock Ca 95380,Jb Farms 8400 W. Linwood Avenue Turlock 95380,9730 Bradbury Road Turlock 95380,Farmer,10/22/2024,,1300.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"2613 S Mitchell Rd, Turlock 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.44895195004, -120.960190203488)"
John Brasil Dairy #1,Contact Person Name And Phone,John Brasil Dairy #1,2613 S. Mitchell Road Turlock Ca 95380,Jb Farms 8400 W. Linwood Avenue Turlock 95380,9730 Bradbury Road Turlock 95380,Farmer,5/18/2024,,1500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"2613 S Mitchell Rd, Turlock 2024 Dairy AR",2,"(38.1302, -121.24717)","(37.44895195004, -120.960190203488)"
Toledo Dairy,,Juan Jiminez,16725 Escalon-Bellota Rd. Escalon 95320,Gro-Well Brands Inc . 4343 S. Mckinley Ave. Stockton 95206 209-982-4936,Same,,March-April 2024,,720.0,,,Load.,,26222 N Elliott Rd Galt 2024 Dairy AR,1,,"(36.374105693, -119.27023)"
Toledo Dairy,,Juan Jiminez,16725 Escalon-Bellota Rd. Escalon 95320,Kellog Garden Products 12686 Locke Rd. Lockeford 95237 209-673-8046,Same,,March-September 2024,,760.0,,,Load.,,26222 N Elliott Rd Galt 2024 Dairy AR,2,,"(36.374105693, -119.27023)"
Machado Dairy,,Bill Cambra,21165 S. Airport Way Manteca 95337,Cardoza Brothers 24421 S Airport Way Manteca Ca 95337 209-607-4743,241-350-270-000,,September 21-30 2024,,3930.0,,,Load.,Written Agreement,26230 S Union Rd Manteca 2024 Dairy AR,1,,"(34.82284650437, -118.556849487957)"
Sited Oak Dairy,,Jagjwan Dhaliwal,217 Saint Andrews Rd. Valley Springs 95252,Same,Same,Garden,9/7/24,,3.68,,,Bucket Weighed,Written Agreement,26972 N Dustin Rd Acampo 2024 Dairy AR,1,,"(36.374105693, -119.27023)"
Sited Oak Dairy,,Bill Roper,12631 Pratton Ln. Galt 95632,Same,Same,Garden,9/1/24,,5.52,,,@ 1 Scoop,Written Agreement,26972 N Dustin Rd Acampo 2024 Dairy AR,2,,"(36.374105693, -119.27023)"
Sited Oak Dairy,,Aaron Roper,12959 Herald Rd. Herald 95638,Same,Same,Garden,8/31/24,,5.52,,,1 Scoop,Written Agreement,26972 N Dustin Rd Acampo 2024 Dairy AR,3,,"(36.374105693, -119.27023)"
Antonio Cardoso Dairy,,Stone Spreading,5175 Shaw Ave. Winton 95388,Same,Same,,Jan 16 - May 23Rd 2024,,9392.0,,,The,Written Agreement,2720 Kenney Ave Winton 2024 Dairy AR,1,,"(36.374105693, -119.27023)"
Diamond O Dairy,2743 Baker Road Modesto Ca 95358,Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Bizzini Ranch 7519 Paradise Road Modesto Ca 95358 209-484-1736,7519 Paradise Road Modesto Ca 95358 017-001-012,,,,460.0,,,46 Loads At 10 Ton Per Load,Written Agreement,2743 Baker Rd Modesto 2024 Dairy AR,1,"(37.599320024065, -121.094649425286)","(37.609005271275, -121.13146819227)"
Diamond O Dairy,2743 Baker Road Modesto Ca 95358,Avila Spreading Service,Po Box 580742 Modesto Ca 95358,Avila Spreading Service Po Box 580742 Modesto Ca 95358 209-595-7955,7243 Paradise Road Modesto Ca 95358 017-002-007,,,,740.0,,,74 Loads At 10 Ton Per Load,Written Agreement,2743 Baker Rd Modesto 2024 Dairy AR,2,"(37.599320024065, -121.094649425286)","(37.609201240171, -121.126627894643)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,04/30/2024,,1475.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,1,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,05/10/2024,,950.0,,,Haulers Calc,,27500 W Bunker Rd Gustine 2024 Dairy AR,2,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,05/14/2024,,1050.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,3,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,05/16/2024,,1050.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,4,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,05/23/2024,,250.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,5,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,09/13/2024,,980.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,6,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,09/13/2024,,500.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,7,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,09/23/2024,,520.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,8,,"(37.159527054596, -121.002388559749)"
Tony Lopes Dairy Lp,,J&F Fertilizer,,P&D Dairy North,28366 W Husman Rd Gustine 95322,Farmer,09/23/2024,,520.0,,,Haulers Calcs,,27500 W Bunker Rd Gustine 2024 Dairy AR,9,,"(37.159527054596, -121.002388559749)"
John Silveira Dairy,,Alp Custom Spreading,,John Silveira,Gustine 95322,Farmer,05/01/2024,,3900.0,,,Tons Per Load,,27890 W Brazo Rd Newman 2024 Dairy AR,1,,"(37.1515358, -121.00524)"
John Silveira Dairy,,Alp Custom Spreading,,John Silveira,Gustine 95322,Farmer,05/08/2024,,931.0,,,Tons Per Load,,27890 W Brazo Rd Newman 2024 Dairy AR,2,,"(37.1515358, -121.00524)"
John Silveira Dairy,,Alp Custom Spreading,,John Silveira,Gustine 95322,Farmer,10/01/2024,,2070.0,,,Tons Per Load,,27890 W Brazo Rd Newman 2024 Dairy AR,3,,"(37.1515358, -121.00524)"
Manuel & Maria Silva Dairy #2,,Holsapple'S Manure Spreading,19085 Bradbury Rd. Turlock 95380,John Alameda P.O. Box 862 Hilmar 95324 209-495-7511,West Of Lander Ave. On Fowler Rd. Turlock 95380,,September 24-25 2024,,1440.0,,,@ 24 Tons Per Load,Written Agreement,"2800 White Rd, Turlock 2024 Dairy AR",1,,"(37.452856828136, -120.849042912639)"
5N Cattle,,J&F Fertilizer,,J&F Fertilizer,900 Meredith Ave Gustine 95322,Composting Facility,10/08/2024,,1216.0,,,Number Of Loads Multiplied By Load Weight,,28470 W Cottonwood Rd Gustine 2024 Dairy AR,1,,"(37.24919296673, -121.003727736419)"
Luis C Nunes & Sons Dairy #1,,Luis Nunes Dairy 1,,Luis Nunes Dairy #2,Gustine 95322,Farmer,05/10/2024,,2652.0,,,Tons X Loads,,29191 W Husman Rd Gustine 2024 Dairy AR,1,,"(37.1515358, -121.00524)"
Luis C Nunes & Sons Dairy #1,,Luis Nunes Dairy 1,,Luis Nunes Dairy #2,Gustine 95322,Farmer,10/30/2024,,608.0,,,Tons X Loads,,29191 W Husman Rd Gustine 2024 Dairy AR,2,,"(37.1515358, -121.00524)"
Manuel Mendes Dairy,,Jf Fertilizer,900 Meredith Ave. Gustine 95322,John Nunes 900 Meredith Ave Gustine 95322 209-495-1964,900 Meredith Aux. Gustine 95322,,11/17/24,,400.0,,,40 Loads @ 10 Tons Per Load.,Written Agreement,29744 Cottonwood Rd Gustine 2024 Dairy AR,2,,"(37.24919296673, -121.003727736419)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,01/11/2024,,47.3,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",1,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95382,Farmer,03/12/2024,,721.6,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",2,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,04/01/2024,,883.9,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",3,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,05/17/2024,,99.8,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",4,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,06/28/2024,,26.1,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",5,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,07/02/2024,,460.2,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",6,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,08/01/2024,,49.0,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",7,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,09/12/2024,,169.9,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",8,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,10/05/2024,,1469.8,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",9,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,11/01/2024,,697.4,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",10,,"(37.495688478228, -120.958056506216)"
G.J. Silva Dairy Inc.,,Joshua Holsapple Fertilizer Spreading,,Joshua Holsapple,400 N Central Ave Turlock 95380,Farmer,12/13/2024,,21.5,,,Hauler'S Calculations,,"3107 S Prairie Flower Rd, Turlock 2024 Dairy AR",11,,"(37.495688478228, -120.958056506216)"
Art Silva Dairy #3,,Dores Ag Services,,Dores Ag Services,Stevinson 95374,Broker,09/30/2024,,2236.0,,,Tons X Loads,,3130 De Witt Rd Modesto 2024 Dairy AR,1,,"(37.3277179, -120.8531872)"
T&L Family Dairy Llc,Contact Person Name And Phone,Five Star Custom Spreading,P.O. Box 488 Gustine Ca 95322,Five Star Custom Spreading P.O. Box 488 Gustine 95322,750 East Ave Gustine 95322,Broker,10/16/2024,,500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,"3137 E Tuolumne Rd, Ceres 2024 Dairy AR",1,"(38.1302, -121.24717)","(37.252812984983, -120.994122997389)"
Joe Meirinho And Son Dairy,,Avila Spreading Service,Po Box 58005,Skittene Name Almond Sheller 3324 S Carpenter Ril Modesto 95358 209-537-8717,3324 S. Carpenter Modeste 95358,,11-21-24,,360.0,,,The,Written Agreement,3354 W Whitmore Ave Modesto 2024 Dairy AR,1,,"(37.586562725523, -121.029070755946)"
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,1,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,2,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,3,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,4,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,5,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,6,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,7,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,8,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,9,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,10,,
Tollcrest Dairy,,Beebe Industries,P.O. Box 665 Lincoln 95648,Name Number And Street City Zip Code Phone Number,,Broker,01-01-2024 Through 01-31-2024,,15200.0,,,The,Written Agreement,3355 Virginia Rd Wheatland 2024 Dairy AR,11,,
Jelle Van Der Hoek,,Avila Spreading Service,,Mike Van Der Hoek,Address City Zip Code,Farmer,06/28/2024,,210.0,,,21 Loads @ 10 Tons Per Load,,337 N Gates Rd MOdesto 2024 Dairy AR,2,,"(38.2964476, -76.5088295)"
Jelle Van Der Hoek,,Jf Fertilizer,,Jf Fertilizer,900 Meredith Ave Gustine 95322,Broker,05/07/2024,,480.0,,,48 Loads @ 10 Tons Per Load.,,337 N Gates Rd MOdesto 2024 Dairy AR,4,,"(37.24919296673, -121.003727736419)"
Dutch Door Dairy,,Richie Lest Farms Inc,,Green Valley Soils,24341 Avenue 14 Madera 93637,Farmer,08/22/2024,,946.18,,,Number Of Loads Multiplied By Load Weight,,3493 BVD Ave Merced 2024 Dairy AR,1,,"(36.953930997734, -120.105229038794)"
Dutch Door Dairy,,Shuteye Transco Llc,,Delta Ranch,Address City Zip Code,Farmer,10/17/2024,,1650.0,,,Number Of Loads Multiplied By Load Weight,,3493 BVD Ave Merced 2024 Dairy AR,2,,"(38.2964476, -76.5088295)"
Dutch Door Dairy,,Shuteye Transco Llc,,Shuteye Transco Llc,24662 Road 9 Chowchilla 93610,Farmer,11/01/2024,,1308.96,,,Number Of Loads Multiplied By Load Weight,,3493 BVD Ave Merced 2024 Dairy AR,3,,"(37.110328803356, -120.384573396474)"
3 Machados Dairy,,Cardoso Farm Services,,Erickson Farming,3511 W Sandy Mush Rd Merced 95341,Farmer,11/20/2024,,588.0,,,Number Of Loads Multiplied By Load Weight,,3510 W Sandy Mush Rd Merced 2024 Dairy AR,1,,"(37.182122150987, -120.555818863472)"
3 Machados Dairy,,Silva Bros Custom Chopping,,Fred Melo Farming,1319 S Quinley Rd Merced 95341,Farmer,11/22/2024,,612.0,,,Number Of Loads Multiplied By Load Weight,,3510 W Sandy Mush Rd Merced 2024 Dairy AR,2,,"(37.268808925184, -120.597465606685)"
Double D Dairy #2,,Dores Ag Services,P.O. Box 65 Sievinson 95374,Phil Dores P.O. Box 65 Stevinson 95374 204-649-4503,23234 Second Ave. Stevinson 95374,,5/6/24,,4640.0,,,464 Loads @ 10 Tons Per Load.,Written Agreement,3636 E Monte Vista Rd Ceres 2024 Dairy AR,1,,"(37.335594043758, -120.910021746955)"
Double D Dairy #2,,Dores Ag Services,P.O. Box 65 Stevinson 95374,Phil Dores P.O. Box 65 Stevinson 95374 209-649-4563,23234 Second Ave. Stevinson 95374,,10/9/24,,1460.0,,,146 Loads @ 10 Jons Per Load.,Written Agreement,3636 E Monte Vista Rd Ceres 2024 Dairy AR,2,,"(37.335594043758, -120.910021746955)"
Double B Dairy #2,Contact Person Name And Phone,Stone Hauling,5175 Shaw Avenue Winton Ca 95388,Stone Yard 9012 Lupin Ave Winton 95388,Stone Yard 9012 Lupin Ave 95388,Composting Facility,11/16/24,,2200.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,3645 W Bradshaw Rd Atwater 2024 Dairy AR,1,"(38.1302, -121.24717)","(37.419926425724, -120.603656890627)"
Art Silva Dairy #2,,Dores Ag Services,,Dores Ag Services,Stevinson 95374,Broker,06/03/2024,,2158.0,,,Tons Per Load,,3701 Langworth Rd Modesto 2024 Dairy AR,1,,"(37.3277179, -120.8531872)"
Art Silva Dairy #2,,Dores Ag Services,,Dores Ag Services,Stevinson 95374,Broker,10/16/2024,,1664.0,,,Tons X Load,,3701 Langworth Rd Modesto 2024 Dairy AR,2,,"(37.3277179, -120.8531872)"
Jimenez Dairy,Contact Person Name And Phone,Gibs Hinds Manure Spreading,19075 W Third Ave. Stevinson Ca 95374,Gibs Hinds Manure Spreading 19075 W. Third Ave. Stevinson Ca. 95374 209-634-8934,19075 W. Third Ave. Stevinson Ca. 95374,Composting Facility,10/8/24,,1500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,3928 W Linwood Turlock 2024 Dairy AR,1,"(38.1302, -121.24717)","(37.325729172363, -120.834534746052)"
Gentle Breezes Dairy,Contact Person Name And Phone,Joshua Holsapple'S Fertilizer Spreading Inc.,400 N. Central Avenue Turlock Ca 95380,J.H.F.S. Inc. 400 N. Central Avenue Turlock 95380,400 N. Central Avenue Turlock 95380,Broker,5/9/2024,,1800.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,4419 S Faith Home Rd Turlock 2024 Dairy AR,1,"(38.1302, -121.24717)","(37.495688478228, -120.958056506216)"
Gentle Breezes Dairy,Contact Person Name And Phone,Joshua Holsapple'S Fertilizer Spreading Inc.,400 N. Central Avenue Turlock Ca 95380,J.H.F.S. Inc. 400 N. Central Avenue Turlock 95380,400 N. Central Avenue Turlock 95380,Broker,10/12/24,,2500.0,,,Number Of Truckloads X Average Truck Weight,Written Agreement,4419 S Faith Home Rd Turlock 2024 Dairy AR,2,"(38.1302, -121.24717)","(37.495688478228, -120.958056506216)"
Amaral Dairy,,,& Hauling Inc.,Name Number And Street City Zip Code Phone Number,,,9-26-2024,,750.0,,,The,Written Agreement,4715 County Rd N Rd Orland 2024 Dairy AR,1,,
Meirinho Holsteins Inc,,Dores Ag Services Inc,,Lazy J Farms,Address City Zip Code,Farmer,10/23/2024,,1830.0,,,Number Of Loads Multiplied By Load Weight,,4890 S Healy Rd Merced 2024 Dairy AR,1,,"(38.2964476, -76.5088295)"
Meirinho Holsteins Inc,,Dores Ag Services Inc,,Mcmaster Fields,Address City Zip Code,Farmer,10/22/2024,,710.0,,,Number Of Loads Multiplied By Load Weight,,4890 S Healy Rd Merced 2024 Dairy AR,2,,"(38.2964476, -76.5088295)"
Meirinho Holsteins Inc,,Dores Ag Services Inc,,Larry & April Meirinho Farms,4137 W Healy Rd Merced 95340,Farmer,10/22/2024,,400.0,,,Number Of Loads Multiplied By Load Weight,,4890 S Healy Rd Merced 2024 Dairy AR,3,,"(37.227342967929, -120.433998919911)"
Meirinho Holsteins Inc,,Dores Ag Services Inc,,S&S Trucking,4137 W Healy Rd Mer 95340,Farmer,10/22/2024,,600.0,,,Number Of Loads Multiplied By Load Weight,,4890 S Healy Rd Merced 2024 Dairy AR,4,,"(37.227342967929, -120.433998919911)"
Meirinho Holsteins Inc,,Silva And Sons Custom Spreading,,Mcmaster Fields,Address City Zip Code,Farmer,10/03/2024,,2020.0,,,Number Of Loads Multiplied By Load Weight,,4890 S Healy Rd Merced 2024 Dairy AR,5,,"(38.2964476, -76.5088295)"
Hilltop Holsteins,,Caton Ag Inc.,14303 Campbell Rd Escalon 95320,Caton Name Ag Inc. Number 14303 And Street Campbell Rd. City Escalon Zip 95320 Code Phone Number,,,1/25/2024 - 2/27/2025,,4392.0,,,4392,Written Agreement,4900 E Dodds Rd Oakdale 2024 Dairy AR,1,,
Hilltop Holesteins,Contact Person Name And Phone,Bruce Mellor Inc.,18119 E. Avena Rd. Escalon Ca 95320,Raul 209-887-3845,Po Box 479 Linden Ca 95236,Other Hyponex,1/1/2024- 12/31/2024,,15.0,,,The Amount.,Written Agreement,4900 E Dodds Rd Oakdale 2024 Dairy AR,2,"(38.1302, -121.24717)","(38.021415, -121.0839665)"
Double Diamond Dairy,,Double Diamond Dairy,,Chamberlain Ranch,505 E Washington Rd El Nido 95317,Farmer,09/25/2024,,1638.0,,,Number Of Loads Multiplied By Load Weight.,,505 E Washington Rd El Nido 2024 Dairy AR,1,,"(37.111988713551, -120.483451271655)"
Double Diamond Dairy,,Double Diamond Dairy,,Chamberlain Ranch,505 E Washington Rd El Nido 95317,Farmer,09/26/2024,,492.0,,,Number Of Loads Multiplied By Load Weight.,,505 E Washington Rd El Nido 2024 Dairy AR,2,,"(37.111988713551, -120.483451271655)"
