Origin Dairy Name,Origin Dairy Address,Hauler Name,Hauler Address,Destination Type,Destination Name,Destination Address,Haul Date,Total Process Wastewater Exports (Gallons),Total Manure Amount (tons),Manure Solids (%),Method Used to Determine Volume of Manure,Method Used to Determine Volume of Wastewater,Parameter Template,Destination Assessor Parcel Number,Origin Dairy Address (Geocoded),Destination Address (Geocoded),First Haul Date,Last Haul Date,Manure Mass per Haul (tons),Is Pipeline,Source PDF,County,Consultant,Manifest Number,Start Page,End Page,Manure Number of Hauls,Manure Density,Wastewater Volume per Haul (Gallons),Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Wastewater Number of Hauls,Destination Nearest Cross Street,Destination Type (Standardized),Manure Moisture (%),Manifest Type
Mb Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,,810,1713 Keyes Road Modesto Ca,7/22/2024,1620000.0,,,, 18 Hours At 1500 Gallons Per Minute,R5-2007-0035_general_order,041-025-003,"(37.551184723876, -121.009299774193)","(34.437838, -119.719953)",,7/22/2024,,True,1218 W Keyes Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,4,78,79,,,1500.0,18.0,,,,,,wastewater
Mb Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,,810,1713 Keyes Road Modesto Ca,9/1/2024,1890000.0,,,, 21 Hours At 1500 Gallons Per Minute,R5-2007-0035_general_order,041-025-003,"(37.551184723876, -121.009299774193)","(34.437838, -119.719953)",,9/1/2024,,True,1218 W Keyes Rd Modesto 2024 Dairy AR,rancho_cordova,generic_r5,5,80,81,,,1500.0,21.0,,,,,,wastewater
Cross View Dairy,12530 Warnerville Road Oakdale Ca 95361,Vander Meulen Inc.,13282 Escalon Bellota Rd Escalon Ca 95320,,Nate Ludlow 6648 Smith Road Oakdale Ca 95361,6648 Smith Road Oakdale Ca,12-4-24,,Manure Solids 150,) 9.590 Moisture,15 Loads At 10 Ton Per Load.,Of Process Wastewater,R5-2013-0122_general_order,010-016-013,"(37.737204971601, -120.764462622239)","(33.820591, -116.553904)",2/4/2026,2/24/2026,10.0,False,12530 Warnerville Rd Oakdale 2024 Dairy AR,rancho_cordova,generic_r5,1,67,68,15,(If Amount Reported In Cubic Yards),,,,,,,,manure
Cross View Dairy,12530 Warnerville Road. Oakdale Ca 95361,Silva Liquid Injection Llc,22600 N. Pearl Rd Acampo Ca 95220,,Neal Casey P.O. Box 1543 Oakdale Ca 95361 209-000-0000,6440 Emery Road Oakdale Ca,5/1/2024,1200000.0,,),,Of Process Wastewater Haulers Calculations,R5-2013-0122_general_order,010-020-018,"(37.737204971601, -120.764462622239)","(33.316516, -115.956004)",,5/1/2024,,False,12530 Warnerville Rd Oakdale 2024 Dairy AR,rancho_cordova,generic_r5,2,70,71,,(If Amount Reported In Cubic Yards),,,,,,,,wastewater
Antonio Azevedo Dairy # 4,1257 W Roosevelt Rd El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Broker,Gomes Farms Llc (209) 564-2431,El Nido 95317,03/27/2024,,1344.0,46.0,24 Tons X 56 Loads,,R5-2007-0035_software,,"(37.141921914714, -120.514888689162)","(37.12954909407, -120.564216398897)",,3/27/2024,,False,1257 W Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,cas,1,33,34,,,,,,,Coyote Rd Merced,Broker,,manure
Antonio Azevedo Dairy # 4,1257 W Roosevelt Rd El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Broker,Gomes Farms Llc (209) 564-2431,El Nido 95317,07/04/2024,,10044.0,23.4,418.5 Loads X 24 Tons,,R5-2007-0035_software,,"(37.141921914714, -120.514888689162)","(37.12954909407, -120.564216398897)",,7/4/2024,,False,1257 W Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,cas,2,35,36,,,,,,,Coyote Rd Merced,Broker,,manure
Antonio Azevedo Dairy # 4,1257 W Roosevelt Rd El Nido Merced 95317,Gomes Farms Llc,P.O. Box 149 El Nido Ca 95317,Broker,Gomes Farms Llc (209) 564-2431,El Nido 95317,11/22/2024,,2280.0,46.0,95 Loads X 24 Tons,,R5-2007-0035_software,,"(37.141921914714, -120.514888689162)","(37.12954909407, -120.564216398897)",,11/22/2024,,False,1257 W Roosevelt Rd El Nido 2024 Dairy AR,rancho_cordova,cas,3,37,38,,,,,,,Coyote Rd Merced,Broker,,manure
S.A.S Dairy #2,12712 W. Bradbury Rd Turlock Ca 95380,Joshua Holsapple'S Fertilizer Spreading Inc.,400 N. Central Avenue Turlock Ca 95380,Broker,J.H.F.S. Inc. 400 N. Central Avenue Turlock 95380 (209) 668-4727,400 N. Central Avenue Turlock 95380,5/14/2024,,1250.0,88.6,Number Of Truckloads X Average Truck Weight,,R5-2007-0035_general_order,,"(37.448337011714, -120.993753774554)","(37.495688478228, -120.958056506216)",,5/14/2024,,False,12712 W Bradbury Rd Turlock 2024 Dairy AR,rancho_cordova,generic_r5,1,16,17,,,,,,,,Broker,,manure
Vanderscaff 1,,Bruce Mellor Inc.,18119 E. Avena Rd Escalon Ca 95320,Other Hyponex,Raul 209-887-3845,Po Box 479 Linden Ca 95236,1/1/2024-12/31/2024,,Solids 240,,,,R5-2007-0035_general_order,,,"(38.021415, -121.0839665)",1/1/2024,12/31/2024,,False,12739 Murphy Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,1,81,82,,,,,,,,Other Hyponex,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,,Robert Petttersen 20560 Hwy 99 E. Frontage Road Acampo Ca 95220,20560 Hwy 99 E. Frontage Road Acampo Ca,4/11/2024,,Solids 400 Content,,40 Loads At 10 Ton Per Load.,,R5-2007-0035_general_order,017-031-025,"(38.192345331513, -121.157779405433)","(35.725494, -120.273659)",,4/11/2024,10.0,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,1,59,60,40,,,,,,,,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva Brothers Dairy,12997 E. Peltier Road Acampo Ca 95220,,Rodney Schatz 16100 Alpine Road Lodi Ca 9524 209-369-3321,18247 N. Treathway Road Lockeford Ca,4/14/24,,850.0,71.5,85 Loads At 10 Ton Per Load,,R5-2007-0035_general_order,051-016-012,"(38.192345331513, -121.157779405433)","(37.493122, -120.830427)",,4/14/2024,10.0,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,2,61,62,85,,,,,,,,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva Brothers Dairy,12997 E. Peltier Road Acampo Ca 95220,,Rodney Schatz 16100 Alpine Road Lodi Ca 95240 209-369-3321,16200 Alpine Road Lodi Ca,4/24/2024,,1000.0,75.6,100 Loads At 10 Ton Per Load,,R5-2007-0035_general_order,051-070-20,"(38.192345331513, -121.157779405433)","(37.954824, -122.526331)",,4/24/2024,10.0,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,3,63,64,100,,,,,,,,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva Brothers Dairy,12997 E. Peltier Road Acampo Ca 95220,,Rodney Schatz 16100 Alpine Road Lodi Ca 9524 209-369-3321,22299 Devries Road Lodi Ca,10/16/24,,920.0,69.0,92 Loads At 10 Ton Per Load,,R5-2007-0035_general_order,013-020-77,"(38.192345331513, -121.157779405433)","(41.058758, -121.323463)",,10/16/2024,10.0,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,4,65,66,92,,,,,,,,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva Brothers Dairy,12997 E. Peltier Road Acampo Ca 95220,,Silva Brothers Dairy #2 25723 N. Elliott Road Galt Ca 95632 209-321-1318,25723 N. Elliott Road Acampo Ca 021,10/10/24,,650.0,65.6,65 Loads At 10 To Per Load,,R5-2007-0035_general_order,007-013-020,"(38.192345331513, -121.157779405433)","(35.133806, -120.581811)",,10/10/2024,,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,5,67,68,65,,,,,,,,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva Brothers Dairy,12997 E. Peltier Road Acampo Ca 95220,,Silva Brothers Dairy #2 25723 N. Elliott Road Galt Ca 95632 209-321-1318,25723 N. Elliott Road Acampo Ca 021,5/08/24,,2000.0,75.6,200 Loads At 10 To Per Load,,R5-2007-0035_general_order,007-013-020,"(38.192345331513, -121.157779405433)","(35.133806, -120.581811)",,5/8/2024,,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,6,69,70,200,,,,,,,,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva Brothers Dairy,12997 E. Peltier Road Acampo Ca 95220,,Joe Silva 12997 Peltier Road Acampo Ca 95220 209-607-7197,216 Ca State Hwy. 220 Ryde Ca,10/02/24,,2750.0,69.0,275 Loads At 10 Ton Per Load,,R5-2007-0035_general_order,142-0100-031,"(38.192345331513, -121.157779405433)","(37.800608, -122.413795)",,10/2/2024,10.0,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,7,71,72,275,,,,,,,,,manure
Silva Brothers Dairy #1,12997 E. Peltier Road Acampo Ca 95220,Silva'S Liquid Injection,22600 N. Pearl Road Acampo Ca 95220,,Clyde Culbertson 22901 S. Pearl Road Acampo Ca 95220,22901 S. Pearl Road Acampo Ca 95220 007-280-29,6/24/2024 To 7/1/2024,4187310.0,,,, Hauler'S Calculations,R5-2007-0035_general_order,007-280-30,"(38.192345331513, -121.157779405433)","(33.744888, -117.899511)",,,,False,12997 E Peltier Rd Acampo 2024 Dairy AR,rancho_cordova,generic_r5,8,73,74,,,,,,,,,,wastewater
Van Steyn Dairy #2,13039 Peilandini Rd Galt Sacramento 95632-8818,Case Van Steyn,13039 Pellandini Rd Galt Ca 95632,Farmer,Van Steyn Dairy #1 (209) 417-1010,11823 Carroll Rd Elk Grove 95757,11/01/2024,,,,,,R5-2007-0035_software,X132-X240-X049-Xxxx Sacramento,"(38.283397987617, -121.350119105238)","(38.327329302359, -121.392547377102)",,11/1/2024,,False,13039 Pellandini Rd Galt 2024 Dairy AR,rancho_cordova,generic_r5,1,84,85,,,,,,,Sacramento,Farmer,,unknown
Frank Chaves Dairy #1,E. Harney Lane Lodi 95240,Frank Chaves Dairy #1,13080 E. Harney Lane. Lodi 95240,,Chaves Dairy #2 12021 E. Harney Lanelodi 95240 (209) 329-4243,Same Lodi,10/01-11/15/2024,,250.0,(If Amount Reported In 73.5,Hauler'S Estimate V,,R5-2007-0035_general_order,630-X250-Xx01-0000,"(38.101724455615, -121.174420525951)",,11/15/2024,10/1/2026,,False,13080 E Harney Ln Lodi 2024 Dairy AR,rancho_cordova,generic_r5,1,41,42,,,,,,,,,,manure
Van Groningen & Sons Inc.,13293 Louise Ave. Manteca 95336,Victor Brasil,21768 E. Lone Tree Rd. Escalon 95320,,,,June-Sept. 2024,,960.0,20.0,Hauler'S Estimation,,R5-2007-0035_general_order,203-X060-Xx03-Xxxx,"(37.814114465292, -121.145831756827)",,9/12/2024,6/12/2026,,False,13293 E Louise Ave Manteca 2024 Dairy AR,rancho_cordova,generic_r5,1,23,24,,,,,,,,,,manure
Amarjit Kaile Property,Sargent Ave. Galt 95632,Warren Spreading,27613 Sowles Rd. Galt 95632,,Umid Babjanov 9500 Robson Rd. Galt 95632 209-747-8297,Same,October 1-5 2024,,780.0,50.9,,,R5-2007-0035_general_order,,"(38.256469330294, -121.326068710082)",,5/12/2024,10/1/2026,,False,13340 Sargent Ave Galt 2024 Dairy AR,rancho_cordova,generic_r5,1,24,25,,,,,,,,,,manure
Azevedo Dairy Inc.,1337 Magnolia Avenue Patterson Ca 95363,Azevedo Dairy Inc.,1337 Magnolia Avenue Patterson Ca 95363,Farmer,Jca Custom Farming 1343 Magnolia Avenue Patterson 95363 (209) 495-3055,1343 Magnolia Avenue Patterson 95363,5/18/24,,1200.0,81.3,Number Of Truckloads X Average Truck Weight,,R5-2007-0035_general_order,,"(37.515853535158, -121.131407674929)","(37.516358796282, -121.131611774271)",,5/18/2024,,False,1343 Magnolia Ave Patterson 2024 Dairy AR,rancho_cordova,generic_r5,1,45,46,,,,,,,,Farmer,,manure
Azevedo Dairy Inc.,1337 Magnolia Avenue Patterson Ca 95363,Azevedo Dairy Inc.,1337 Magnolia Avenue Patterson Ca 95363,Farmer,Jca Custom Farming 1343 Magnolia Avenue Patterson 95363 (209) 495-3055,1343 Magnolia Avenue Patterson 95363,10/28/24,,1500.0,91.3,Number Of Truckloads X Average Truck Weight,,R5-2007-0035_general_order,,"(37.515853535158, -121.131407674929)","(37.516358796282, -121.131611774271)",,10/28/2024,,False,1343 Magnolia Ave Patterson 2024 Dairy AR,rancho_cordova,generic_r5,2,47,48,,,,,,,,Farmer,,manure
Lima Ranch,13436 N. Thornton Road Lodi Ca 95242,Joe Avis Farms,4510 Point Pleasant Rd. Elk Grove Ca 95757,,Joe Avis Farms 4510 Point Pleasant Road Elk Grove Ca 95757 916-684-1774,4510 Point Pleasant Road Elk Grove Ca 95757,8/14/2024,,3000.0,) 54.8,120 Loads At 25 Ton Per Load,Of Process Wastewater,R5-2013-0122_general_order,,"(38.099086684221, -121.38365442929)","(38.339266152487, -121.450013150127)",,8/14/2024,25.0,False,13436 N Thornton Rd Lodi 2024 Dairy AR,rancho_cordova,generic_r5,1,105,106,120,(If Amount Reported In Cubic Yards),,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,1/17/24,,3020.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,1/17/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,1,97,98,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,4/3/24,,520.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,4/3/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,2,99,100,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,2/27/24,,1160.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,2/27/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,3,101,102,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,4/10/24,,2980.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,4/10/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,4,103,104,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,7/24/24,,360.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,7/24/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,5,105,106,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,6/5/24,,380.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,6/5/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,6,107,108,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,12/14/24,,Solids 1160 Content,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,12/14/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,7,109,110,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,10/31/24,,2820.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,10/31/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,8,111,112,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,9/25/24,,580.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,9/25/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,9,113,114,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,12/6/24,,Solids 1440 Content,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,12/6/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,10,115,116,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,12/13/24,,2180.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,12/13/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,11,117,118,,,,,,,,,,manure
Parkview Dairy,,Jerry Holsapple Manure Spreading,19085 Bradbury Rd. Turlock 95380,,Jerry Holsapple Manure Spreading 19085 W.Bradbury Turlock 95380 (209)668-2400,,12/31/24,,840.0,,20 Yard Spreader Box,,R5-2007-0035_general_order,,,,,12/31/2024,,False,13640 Collier Rd Delhi 2024 Dairy AR,rancho_cordova,generic_r5,12,119,120,,,,,,,,,,manure
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,J&F Fertilizer,1275 North Ave Gustine Ca 95322,Composting Facility,J&F Fertilizer (209) 495-1964,1275 North Ave Gustine 95322,12/15/2024,,1650.0,59.6,Total Loads Multiplied By Average Load Weight,,R5-2007-0035_software,,"(37.269334931518, -120.996679058763)","(37.260716449125, -121.007144535429)",,12/15/2024,,False,1369 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,1,50,51,,,,,,,Merced,Composting Facility,,manure
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,J&F Fertilizer,1275 North Ave Gustine Ca 95322,Farmer,Martins View Heifer Facility (209) 678-1156,29120 Fentem Rd Gustine 95322,05/07/2024,,2520.0,32.0,Total Loads Multiplied By Average Load Weight,,R5-2007-0035_software,,"(37.269334931518, -120.996679058763)","(37.260487413621, -121.016121469911)",,5/7/2024,,False,1369 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,2,52,53,,,,,,,Merced,Farmer,,manure
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Farmer,Martins View Jersey #2 (209) 678-1156,28336 W Bambauer Rd Gustine 95322,01/01/2024,840174.0,,,,Pond Drop Calculation,R5-2007-0035_software,,"(37.269334931518, -120.996679058763)","(37.274704353814, -121.000896380799)",,1/1/2024,,False,1369 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,3,54,55,,,,,,,Merced,Farmer,,wastewater
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Farmer,Martins View Jersey #2 (209) 678-1156,28336 W Bambauer Rd Gustine 95322,03/20/2024,538220.0,,,,Pond Drop Calculation,R5-2007-0035_software,,"(37.269334931518, -120.996679058763)","(37.274704353814, -121.000896380799)",,3/20/2024,,False,1369 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,4,56,57,,,,,,,Merced,Farmer,,wastewater
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Farmer,Martins View Jersey #2 (209) 678-1156,28336 W Bambauer Rd Gustine 95322,06/16/2024,636845.0,,,,Pond Drop Calculation,R5-2007-0035_software,,"(37.269334931518, -120.996679058763)","(37.274704353814, -121.000896380799)",,6/16/2024,,False,1369 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,5,58,59,,,,,,,Merced,Farmer,,wastewater
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Farmer,Martins View Jersey #2 (209) 678-1156,28336 W Bambauer Rd Gustine 95322,08/15/2024,1126270.0,,,,Pond Drop Calculation,R5-2007-0035_software,,"(37.269334931518, -120.996679058763)","(37.274704353814, -121.000896380799)",,8/15/2024,,False,1369 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,6,60,61,,,,,,,Merced,Farmer,,wastewater
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Farmer,Martins View Jersey #2 (209) 678-1156,28336 W Bambauer Rd Gustine 95322,08/25/2024,333885.0,,,,Pond Drop Calculation,R5-2007-0035_software,,"(37.269334931518, -120.996679058763)","(37.274704353814, -121.000896380799)",,8/25/2024,,False,1369 S Hunt Rd Gustine 2024 Dairy AR,rancho_cordova,generic_r5,7,62,63,,,,,,,Merced,Farmer,,wastewater
Healy Ranch (Formally Guilherme Brasil Dairy),13701 S Hwy 59 El Nido Merced 95317,Shuteye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Flying M Ranch (209) 777-9084,,05/15/2024,,1700.0,27.3,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,X066-X150-X001-Xxxx Merced,"(37.088312770747, -120.492728445908)",,,5/15/2024,,False,13701 S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,generic_r5,1,89,90,,,,,,,,Farmer,,manure
Healy Ranch (Formally Guilherme Brasil Dairy),13701 S Hwy 59 El Nido Merced 95317,Shuteye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Flying M Ranch (209) 777-9084,,05/20/2024,,2400.0,27.3,Number Of Loads Multiplied By Load Weight.,,R5-2007-0035_software,X066-X150-X001-Xxxx Merced,"(37.088312770747, -120.492728445908)",,,5/20/2024,,False,13701 S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,generic_r5,2,91,92,,,,,,,,Farmer,,manure
Healy Ranch (Formally Guilherme Brasil Dairy),13701 S Hwy 59 El Nido Merced 95317,Gomes Farms Inc.,13625 Coyote Rd El Nido Ca 95317,Farmer,Gomes Farms Inc. (209) 564-2431,13625 Coyote Rd El Nido 95317,07/08/2024,,850.0,35.6,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,,"(37.088312770747, -120.492728445908)","(37.090648555705, -120.510582654043)",,7/8/2024,,False,13701 S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,generic_r5,3,93,94,,,,,,,Madera,Farmer,,manure
Healy Ranch (Formally Guilherme Brasil Dairy),13701 S Hwy 59 El Nido Merced 95317,Shuteye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Flying M Ranch (209) 777-9084,,10/08/2024,,425.0,95.5,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,X066-X150-X001-Xxxx Merced,"(37.088312770747, -120.492728445908)",,,10/8/2024,,False,13701 S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,generic_r5,4,95,96,,,,,,,,Farmer,,manure
Healy Ranch (Formally Guilherme Brasil Dairy),13701 S Hwy 59 El Nido Merced 95317,Shuteye Transco Llc,24662 Road 9 Chowchilla Ca 93610,Farmer,Flying M Ranch (209) 777-9084,,10/10/2024,,625.0,35.6,Number Of Loads Multiplied By Load Weight,,R5-2007-0035_software,X066-X150-X001-Xxxx Merced,"(37.088312770747, -120.492728445908)",,,10/10/2024,,False,13701 S Hwy 59 El Nido 2024 Dairy AR,rancho_cordova,generic_r5,5,97,98,,,,,,,,Farmer,,manure
Vanderscaff 3,,Bruce Mellor Inc.,18119 E. Avena Rd Escalon Ca 95320,Other Kelloggs,Alajandro 310-952-5020,12686 Locke Rd. Lockford Ca 95237,1/1/2024-12/31/2024,,Solids 1056 Content Ions,,,,R5-2007-0035_general_order,,,"(38.154103443098, -121.161336517502)",1/1/2024,12/31/2024,,False,13775 Murphy Rd Escalon 2024 Dairy AR,rancho_cordova,generic_r5,1,80,81,,,,,,,,Other Kelloggs,,manure
Alden Peterson & Sons Dairy,1431 N. Central Ave. Turlock Ca 95380,Five Star,219 Jenson Rd. Gustine Ca 95322,,Gioletii Inc. 1007 Fulkerth Rd. Turlock 95380 (209) 678-3272,,4/18/24,,Solids 1050 Content,,@ 12 Tons Per Load,,R5-2007-0035_general_order,022-022-013,"(37.506513789998, -120.958869802281)","(35.571275, -121.108489)",,4/18/2024,12.0,False,"1431 N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,1,58,59,,,,,,,,,,manure
Alden Peterson & Sons Dairy,1431 N. Central Ave. Turlock Ca 95380,Five Star,219 Jenson Rd. Gustine Ca 95322,,Gioletii Inc. 1007 Fulkerth Rd. Turlock 95380 (209) 678-3272,,9/10/24,,700.0,@71.9,@ 12 Tons Per Load,,R5-2007-0035_general_order,022-022-013,"(37.506513789998, -120.958869802281)","(35.571275, -121.108489)",,9/10/2024,12.0,False,"1431 N Central Ave, Turlock 2024 Dairy AR",rancho_cordova,generic_r5,2,60,61,,,,,,,,,,manure
