Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Hauler Name,Hauler Address,Destination Name,Destination Contact Address,Destination Address,Destination Nearest Cross Street,Destination Type (Standardized),Destination Assessor Parcel Number,Destination County,Destination Address Final,Destination Address Final Source,Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Wastewater Volume per Haul (Gallons),Wastewater Number of Hauls,Wastewater Hours Pumped (Hours),Wastewater Pumping Rate (GPM),Total Process Wastewater Exports (Gallons),Source PDF,Manifest Number,Start Page,End Page,Manifest Type,Origin Latitude,Origin Longitude,Origin City,Origin Zip,Origin County,Destination City,Destination Zip,Estimated Number of Hauls (Based on Average),Estimated Number of 10k-gallon Hauls (Based on Distribution),Estimated Number of 20k-gallon Hauls (Based on Distribution)
S & S Dairy Inc.,384 E. Monte Vista Ave. Ceres Ca. 95307,37.5217215,-120.9895892,S & S Dairy Inc.,384 E. Monte Vista Ave. Ceres Ca. 95307,Oliveira Holsteins,Oliveira Holsteins 730 W. Monte Vista Ave. Ceres 95307,730 W. Monte Vista Ave Ceres 95307,,Farmer,,Stanislaus,730 W. Monte Vista Ave Ceres 95307,Destination Address,37.521650543214,-121.003358262127,,2024-05-08,False,,,,,924000.0,348 E Monte Vista Rd Ceres 2024 Dairy AR,1,107,108,wastewater,37.5217215,-120.9895892,Ceres,USA,,Ceres,95307,106,92,0
S & S Dairy Inc.,384 E. Monte Vista Ave. Ceres Ca. 95307,37.5217215,-120.9895892,S & S Dairy Inc.,384 E. Monte Vista Ave. Ceres Ca. 95307,Oliveira Holsteins,730 W. Monte Vista Ave. Ceres 95307,730 W. Monte Vista Ave Ceres 95307,,Farmer,,Stanislaus,730 W. Monte Vista Ave Ceres 95307,Destination Address,37.521650543214,-121.003358262127,2024-07-04,2024-09-23,False,,,,,2797200.0,348 E Monte Vista Rd Ceres 2024 Dairy AR,2,109,110,wastewater,37.5217215,-120.9895892,Ceres,USA,,Ceres,95307,320,280,0
S & S Dairy Inc.,384 E. Monte Vista Ave. Ceres Ca. 95307,37.5217215,-120.9895892,S & S Dairy Inc.,384 E. Monte Vista Ave. Ceres Ca. 95307,Oliveira Holsteins,730 W. Monte Vista Ave. Ceres 95307,730 W. Monte Vista Ave Ceres 95307,,Farmer,,Stanislaus,730 W. Monte Vista Ave Ceres 95307,Destination Address,37.521650543214,-121.003358262127,2024-10-08,2024-10-13,False,,,,,1428000.0,348 E Monte Vista Rd Ceres 2024 Dairy AR,3,111,112,wastewater,37.5217215,-120.9895892,Ceres,USA,,Ceres,95307,164,143,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-045-027,,024-045-027,Destination Assessor Parcel Number,38.245007,-120.325869,,2024-03-24,True,,,,,535000.0,"501 S Story Rd, Turlock 2024 Dairy AR",1,28,29,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,61,54,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-045-027,,024-045-027,Destination Assessor Parcel Number,38.245007,-120.325869,,2024-04-12,True,,,,,812000.0,"501 S Story Rd, Turlock 2024 Dairy AR",2,30,31,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,93,81,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-045-026,,024-045-026,Destination Assessor Parcel Number,38.245027,-120.326183,,2024-04-24,True,,,,,585000.0,"501 S Story Rd, Turlock 2024 Dairy AR",3,32,33,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,67,58,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-009-033,,024-009-033,Destination Assessor Parcel Number,35.550014,-121.080001,,2024-04-25,True,,,,,520000.0,"501 S Story Rd, Turlock 2024 Dairy AR",4,34,35,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,60,52,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-045-027,,024-045-027,Destination Assessor Parcel Number,38.245007,-120.325869,,2024-07-25,True,,,,,690000.0,"501 S Story Rd, Turlock 2024 Dairy AR",5,36,37,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,79,69,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-045-027,,024-045-027,Destination Assessor Parcel Number,38.245007,-120.325869,,2024-08-20,True,,,,,575000.0,"501 S Story Rd, Turlock 2024 Dairy AR",6,38,39,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,66,58,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-045-026,,024-045-026,Destination Assessor Parcel Number,38.245027,-120.326183,,2024-10-09,True,,,,,330550.0,"501 S Story Rd, Turlock 2024 Dairy AR",7,40,41,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,38,33,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-009-033,,024-009-033,Destination Assessor Parcel Number,35.550014,-121.080001,,2024-10-10,True,,,,,300000.0,"501 S Story Rd, Turlock 2024 Dairy AR",8,42,43,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,34,30,0
MHF Dairy,501 S. Story Rd. Turlock 95380,37.488024610788,-120.789904212947,Machado Pipeline,,Silva Bros,224 S. Roselawn Rd. Turlock 95380,,,Farmer,024-045-027,,024-045-027,Destination Assessor Parcel Number,38.245007,-120.325869,,2024-10-27,True,,,,,860000.0,"501 S Story Rd, Turlock 2024 Dairy AR",9,44,45,wastewater,37.488024610788,-120.789904212947,Turlock,95380,Stanislaus,,,99,86,0
Double Diamond Dairy,505 E Washington Rd El Nido Merced 95317,37.111988713551,-120.483451271655,Double Diamond Dairy,505 E Washington Rd El Nido Ca 95317,Nyman Ei Nido Ranch,2025 Washington Rd El Nido CA 95317,2025 Washington Rd El Nido 95317,Merced,Farmer,,Merced,2025 Washington Rd El Nido 95317 Merced,Destination Address,37.109501006598,-120.541971372693,,2024-08-20,False,,,,,10000000.0,505 E Washington Rd El Nido 2024 Dairy AR,6,387,388,wastewater,37.111988713551,-120.483451271655,El Nido,95317,Merced,El Nido,95317,1146,1000,0
Double Diamond Dairy,505 E Washington Rd El Nido Merced 95317,37.111988713551,-120.483451271655,Double Diamond Dairy,505 E Washington Rd El Nido Ca 95317,Nyman Ei Nido Ranch,2025 Washington Rd El Nido CA 95317,2025 Washington Rd El Nido 95317,Merced,Farmer,,Merced,2025 Washington Rd El Nido 95317 Merced,Destination Address,37.109501006598,-120.541971372693,,2024-08-20,False,,,,,5881590.0,505 E Washington Rd El Nido 2024 Dairy AR,9,393,394,wastewater,37.111988713551,-120.483451271655,El Nido,95317,Merced,El Nido,95317,674,588,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,2024-01-02,2024-01-19,False,,,,,900000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,2,49,50,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,103,90,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,2024-02-02,2024-02-09,False,,,,,480000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,3,51,52,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,55,48,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,2024-04-12,2024-04-15,False,,,,,660000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,4,53,54,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,76,66,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-05-07,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,5,55,56,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-06-13,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,6,57,58,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-06-27,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,7,59,60,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-07-10,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,8,61,62,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-07-24,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,9,63,64,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-08-01,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,10,65,66,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-08-14,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,11,67,68,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-08-22,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,12,69,70,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-10-12,False,,,,,300000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,13,71,72,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,34,30,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Brouhard Farms,624 Ruble Rd. Crowslanding CA 95313,,,,058-005-016,,058-005-016,Destination Assessor Parcel Number,37.482806,-120.995625,,2024-12-05,False,,,,,240000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,14,73,74,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,27,24,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-02-09,False,,,,,240000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,15,75,76,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,27,24,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,2024-04-18,2024-04-19,False,,,,,780000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,16,77,78,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,89,78,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,2024-05-03,2024-05-06,False,,,,,360000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,17,79,80,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,41,36,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-06-13,False,,,,,240000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,18,81,82,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,27,24,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-06-27,False,,,,,240000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,19,83,84,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,27,24,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-07-09,False,,,,,240000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,20,85,86,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,27,24,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-07-23,False,,,,,180000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,21,87,88,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,21,18,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-08-01,False,,,,,240000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,22,89,90,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,27,24,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-08-13,False,,,,,180000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,23,91,92,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,21,18,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-08-22,False,,,,,120000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,24,93,94,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,14,12,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,,2024-10-11,False,,,,,400000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,25,95,96,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,46,40,0
Pinnacle Dairy,724 Ruble Rd. Crowslanding Ca 95313,37.483244704773,-121.002979819199,,,Joe Mendes,300 Ruble Rd. Crowslanding CA 95313,,,,058-005-006,,058-005-006,Destination Assessor Parcel Number,38.065403,-120.571106,2024-12-10,2024-12-18,False,,,,,840000.0,724 Ruble Rd Crows Landing 2024 Dairy AR,26,97,98,wastewater,37.483244704773,-121.002979819199,Crows Landing,95313,Stanislaus,,,96,84,0
Live Oak Dairy G,730 Bystrum Rd Turlock Stanislaus 95380,37.49989460106,-120.983643690582,Pipeline,730 Bystrum Rd Turlock Ca 95380,Gary Brown,1751 Chandler Dr Turlock CA 95382,,,Farmer,0022-0380-0100-0000,,,,,,,2024-06-13,True,,,,,1560000.0,730 Bystrum Rd Turlock 2024 Dairy AR,1,76,77,wastewater,37.49989460106,-120.983643690582,Turlock,95380,Stanislaus,,,179,156,0
Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,37.62778144685,-121.124126567097,Gwerder Pipeline,,Iru Hilario,506 S. Hart Rd. Modesto 95358,,,Farmer,012-050-005,,012-050-005,Destination Assessor Parcel Number,39.638568,-120.540996,,2024-03-20,True,,,12.0,1000.0,720000.0,1007 S Hart Rd Modesto 2024 Dairy AR,3,75,76,wastewater,37.62778144685,-121.124126567097,Modesto,95358,Stanislaus,,,82,72,0
Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,37.62778144685,-121.124126567097,Gwerder Pipeline,,Iru Hilario,506 S. Hart Rd. Modesto 95358,,,Farmer,012-050-005,,012-050-005,Destination Assessor Parcel Number,39.638568,-120.540996,,2024-07-12,True,,,5.0,1000.0,300000.0,1007 S Hart Rd Modesto 2024 Dairy AR,4,77,78,wastewater,37.62778144685,-121.124126567097,Modesto,95358,Stanislaus,,,34,30,0
Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,37.62778144685,-121.124126567097,Gwerder Pipeline,,Iru Hilario,506 S. Hart Rd. Modesto 95358,,,Farmer,012-050-005,,012-050-005,Destination Assessor Parcel Number,39.638568,-120.540996,,2024-07-26,True,,,12.0,1000.0,720000.0,1007 S Hart Rd Modesto 2024 Dairy AR,5,79,80,wastewater,37.62778144685,-121.124126567097,Modesto,95358,Stanislaus,,,82,72,0
Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,37.62778144685,-121.124126567097,Frank Gwerder 1007 S. Hart Rd. Modesto 95358,,Iru Hilario 506 S. Hart Rd. Modesto 95358,Irv Hilario 506 S. Hart Rd. Modesto 95358,,,Farmer,012-052-008,,012-052-008,Destination Assessor Parcel Number,33.303313,-115.959575,,2024-10-24,False,9500.0,60.0,,,570000.0,1007 S Hart Rd Modesto 2024 Dairy AR,6,81,82,wastewater,37.62778144685,-121.124126567097,Modesto,95358,Stanislaus,,,65,57,0
Frank Gwerder Dairy Inc.,1007 S. Hart Rd. Modesto 95358,37.62778144685,-121.124126567097,Frank Gwerder 1007 S. Hart Rd. Modesto 95358,,Frank Gwerder 1007 S. Hart Rd. Modesto 95358 209-579-5723,Frank Gwerder 1007 S. Hart Rd. Modesto 95358 209-579-5723,,,Farmer,017-065-012,,017-065-012,Destination Assessor Parcel Number,37.621627,-121.143367,,2024-11-04,False,9500.0,100.0,,,950000.0,1007 S Hart Rd Modesto 2024 Dairy AR,7,83,84,wastewater,37.62778144685,-121.124126567097,Modesto,95358,Stanislaus,,,109,95,0
MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,37.551184723876,-121.009299774193,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,Farmer,041-025-003,Stanislaus,041-025-003,Destination Assessor Parcel Number,34.437838,-119.719953,,2024-03-21,True,1500.0,,20.0,,1800000.0,1218 W Keyes Rd Modesto 2024 Dairy AR,1,72,73,wastewater,37.551184723876,-121.009299774193,Modesto,95358,Stanislaus,Modesto,95358,206,180,0
MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,37.551184723876,-121.009299774193,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,Farmer,041-025-003,Stanislaus,041-025-003,Destination Assessor Parcel Number,34.437838,-119.719953,,2024-04-01,True,1500.0,,21.0,,1890000.0,1218 W Keyes Rd Modesto 2024 Dairy AR,2,74,75,wastewater,37.551184723876,-121.009299774193,Modesto,95358,Stanislaus,Modesto,95358,217,189,0
MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,37.551184723876,-121.009299774193,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,Farmer,041-025-003,Stanislaus,041-025-003,Destination Assessor Parcel Number,34.437838,-119.719953,,2024-06-29,True,1500.0,,17.0,,1530000.0,1218 W Keyes Rd Modesto 2024 Dairy AR,3,76,77,wastewater,37.551184723876,-121.009299774193,Modesto,95358,Stanislaus,Modesto,95358,175,153,0
MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,37.551184723876,-121.009299774193,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,Farmer,041-025-003,Stanislaus,041-025-003,Destination Assessor Parcel Number,34.437838,-119.719953,,2024-07-22,True,1500.0,,18.0,,1620000.0,1218 W Keyes Rd Modesto 2024 Dairy AR,4,78,79,wastewater,37.551184723876,-121.009299774193,Modesto,95358,Stanislaus,Modesto,95358,186,162,0
MB Lucky Lady,1218 W. Keyes Road Modesto Ca 95358,37.551184723876,-121.009299774193,Mb Lucky Lady (Via Pipeline),1218 W. Keyes Road Modesto Ca 95358,"810 S. Hart Road Modesto, CA 95358",810,1713 Keyes Road Modesto Ca,,Farmer,041-025-003,Stanislaus,041-025-003,Destination Assessor Parcel Number,34.437838,-119.719953,,2024-09-01,True,1500.0,,21.0,,1890000.0,1218 W Keyes Rd Modesto 2024 Dairy AR,5,80,81,wastewater,37.551184723876,-121.009299774193,Modesto,95358,Stanislaus,Modesto,95358,217,189,0
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,37.269334931518,-120.996679058763,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Martins View Jersey #2 (209) 678-1156,1000 Red Lion Ct Newman CA 95360,28336 W Bambauer Rd Gustine 95322,Merced,Farmer,,Merced,28336 W Bambauer Rd Gustine 95322 Merced,Destination Address,37.274704353814,-121.000896380799,,2024-01-01,False,,,,,840174.0,1369 S Hunt Rd Gustine 2024 Dairy AR,3,54,55,wastewater,37.269334931518,-120.996679058763,Gustine,95322,Merced,Gustine,95322,96,84,0
Martins View Jersey Dairy Inc,1369 S Hunt Rd Gustine Merced 95322,37.269334931518,-120.996679058763,Martins View Jersey Dairy Inc,1000 Red Lion Ct Newman Ca 95360,Martins View Jersey #2 (209) 678-1156,1000 Red Lion Ct Newman CA 95360,28336 W Bambauer Rd Gustine 95322,Merced,Farmer,,Merced,28336 W Bambauer Rd Gustine 95322 Merced,Destination Address,37.274704353814,-121.000896380799,,2024-03-20,False,,,,,538220.0,1369 S Hunt Rd Gustine 2024 Dairy AR,4,56,57,wastewater,37.269334931518,-120.996679058763,Gustine,95322,Merced,Gustine,95322,62,54,0
