Source PDF,Manifest Number,Start Page,End Page,Origin Dairy Name,Origin Dairy Address,Origin Dairy Latitude (Geocoded),Origin Dairy Longitude (Geocoded),Destination Address Final,Destination Address Final Source,Destination Type (Standardized),Destination Latitude (Geocoded),Destination Longitude (Geocoded),First Haul Date,Last Haul Date,Is Pipeline,Is Trucked,Manure Mass per Haul (tons),Manure Number of Hauls,Total Manure Amount (tons),Manure Solids (%),Number of 10-ton Hauls for Analysis,Number of 20-ton Hauls for Analysis
2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,1,129,130,South Lest Dairy (Former Milk Time Dairy),12519 Road 17 Madera Madera 93637,36.931049728227,-120.237577477728,7792 Nickle Rd Dos Palos 93620 Merced,Destination Address,Farmer,37.174345672677,-120.682582827603,,2024-05-16,False,,,,750.0,65.1,47,14
2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,2,131,132,South Lest Dairy (Former Milk Time Dairy),12519 Road 17 Madera Madera 93637,36.931049728227,-120.237577477728,7792 Nickle Rd Dos Palos 93620 Merced,Destination Address,Farmer,37.174345672677,-120.682582827603,,2024-08-09,False,,,,1865.0,66.4,116,35
2024AR_South Iest Dairy (former Milk Time Dairy)_12519 Road 16_Madera,3,133,134,South Lest Dairy (Former Milk Time Dairy),12519 Road 17 Madera Madera 93637,36.931049728227,-120.237577477728,7792 Nickle Rd Dos Palos 93620 Merced,Destination Address,Farmer,37.174345672677,-120.682582827603,,2024-11-15,False,,,,734.0,66.4,46,14
2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,1,102,103,Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,36.614440659347,-119.856282155894,11751 W. Jensen Ave Kerman 93630 W. Jensen Fresno,Destination Address,Broker,36.704855704077,-120.002330280841,,2024-01-01,False,,,,3300.0,62.7,206,62
2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,2,104,105,Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,36.614440659347,-119.856282155894,11751 W. Jensen Ave Kerman 93630 W. Jensen Fresno,Destination Address,Broker,36.704855704077,-120.002330280841,,2024-02-08,False,,,,1100.0,62.7,69,21
2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,3,106,107,Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,36.614440659347,-119.856282155894,Kerman 93630 Blythe And Polk Avenues Fresno,Destination Address,Farmer,,,,2024-03-13,False,,,,1300.0,62.7,81,24
2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,4,108,109,Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,36.614440659347,-119.856282155894,11751 W. Jensen Ave Kerman 93630 W. Jensen Fresno,Destination Address,Broker,36.704855704077,-120.002330280841,,2024-05-21,False,,,,2000.0,62.7,125,38
2024AR_Souza_s Dairy_8555 S Valentine Ave_Fresno,5,110,111,Souza'S Dairy Inc.,8555 S Valentine Ave Fresno Fresno 93706,36.614440659347,-119.856282155894,11751 W. Jensen Ave Kerman 93630 W. Jensen Fresno,Destination Address,Broker,36.704855704077,-120.002330280841,,2024-10-18,False,,,,1925.0,60.6,120,36
2024AR_Thommen Dairy_53955 W Nees Ave_Fresno,1,38,39,Thommen Dairy,53955 W Nees Ave Firebaugh 93622,36.83810252549,-120.761112878454,480 Belmont Mendota Ca,Destination Address,Other,36.749351314115,-120.386495540902,2024-08-01,2024-12-15,False,,,,6200.0,,387,116
2024AR_Thommen Dairy_53955 W Nees Ave_Fresno,2,40,41,Thommen Dairy,53955 W Nees Ave Firebaugh 93622,36.83810252549,-120.761112878454,480 Belmont Mendota Ca,Destination Address,Other,36.749351314115,-120.386495540902,2024-05-20,2024-07-10,False,,,,3800.0,,237,71
2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,1,323,324,Tri-Lest Dairy,16500 Avenue 14 Madera Madera 93637,36.948578440095,-120.246634846668,7792 Nickle Rd Dos Palos 93620 Merced,Destination Address,Farmer,37.174345672677,-120.682582827603,,2024-05-19,False,,,,2015.0,65.5,126,38
2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,2,325,326,Tri-Lest Dairy,16500 Avenue 14 Madera Madera 93637,36.948578440095,-120.246634846668,7792 Nickle Rd Dos Palos 93620 Merced,Destination Address,Farmer,37.174345672677,-120.682582827603,,2024-08-20,False,,,,6011.0,77.3,375,113
2024AR_TRI-Iest Dairy_16500 Ave 14_Madera,3,327,328,Tri-Lest Dairy,16500 Avenue 14 Madera Madera 93637,36.948578440095,-120.246634846668,7792 Nickle Rd Dos Palos 93620 Merced,Destination Address,Farmer,37.174345672677,-120.682582827603,,2024-11-26,False,,,,2474.0,77.3,154,46
2024AR_Troost Dairy_27000 Road _Madera,1,269,270,Troost Dairy,27000 Road 9 Chowchilla Madera 93610,37.063103915932,-120.382916575923,17076 Cotton Gin Rd Los Banos 93635 Merced,Destination Address,Farmer,36.955060082001,-120.802159980313,,2024-07-16,False,,,,519.59,49.4,32,10
2024AR_Troost Dairy_27000 Road _Madera,2,271,272,Troost Dairy,27000 Road 9 Chowchilla Madera 93610,37.063103915932,-120.382916575923,20177 S Macaurthur Dr Tracy 95304 San Joaquin,Destination Address,Farmer,37.776715963975,-121.415974461202,,2024-10-28,False,,,,1304.28,89.4,81,24
2024AR_Troost Dairy_27000 Road _Madera,3,273,274,Troost Dairy,27000 Road 9 Chowchilla Madera 93610,37.063103915932,-120.382916575923,20177 S Macaurthur Dr Tracy 95304 San Joaquin,Destination Address,Farmer,37.776715963975,-121.415974461202,,2024-11-03,False,,,,554.04,89.4,35,10
2024AR_Troost Dairy_27000 Road _Madera,4,275,276,Troost Dairy,27000 Road 9 Chowchilla Madera 93610,37.063103915932,-120.382916575923,2480 S Burchell Ave Le Grand 95333 Merced,Destination Address,Farmer,37.251647749378,-120.288660487381,,2024-11-07,False,,,,160.97,89.4,10,3
2024AR_Troost Dairy_27000 Road _Madera,5,277,278,Troost Dairy,27000 Road 9 Chowchilla Madera 93610,37.063103915932,-120.382916575923,20177 S Macaurthur Dr Tracy 95304 San Joaquin,Destination Address,Farmer,37.776715963975,-121.415974461202,,2024-11-13,False,,,,884.57,89.4,55,17
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,1,44,45,Vitoria Farms,12429 Ave 24 Chowchilla 93610,37.098137664478,-120.324075042146,Avenue 24 1/2 and Road 12 Chowchilla 93610,Destination Address,Other,37.105456989773,-120.32895997182,,2024-04-26,False,,,,2475.0,,155,46
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,2,46,47,Vitoria Farms,12429 Ave 24 Chowchilla 93610,37.098137664478,-120.324075042146,Avenue 24 1/2 and Road 12 Chowchilla 93610,Destination Address,Other,37.105456989773,-120.32895997182,,2024-04-26,False,,,,1200.0,,75,23
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,3,48,49,Vitoria Farms,12429 Ave 24 Chowchilla 93610,37.098137664478,-120.324075042146,Avenue 24 1/2 and Road 12 Chowchilla 93610,Destination Address,Other,37.105456989773,-120.32895997182,,2024-04-26,False,,,,240.0,,15,5
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,4,50,51,Vitoria Farms,12429 Ave 24 Chowchilla 93610,37.098137664478,-120.324075042146,Avenue 24 1/2 and Road 12 Chowchilla 93610,Destination Address,Other,37.105456989773,-120.32895997182,,2024-04-26,False,,,,585.0,,37,11
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,5,52,53,Vitoria Farms,12429 Ave 24 Chowchilla 93610,37.098137664478,-120.324075042146,Avenue 24 1/2 and Road 12 Chowchilla 93610,Destination Address,Other,37.105456989773,-120.32895997182,,2024-04-26,False,,,,300.0,,19,6
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,6,54,55,Vitoria Farms,12429 Ave 24 Chowchilla 93610,37.098137664478,-120.324075042146,23542 Road 13 Chowchilla,Destination Address,Other,37.091209011661,-120.311355963494,,2024-10-21,False,,,,465.0,,29,9
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,7,56,57,Vitoria Farms,12429 Ave 24 Chowchilla 93410,37.098137664478,-120.324075042146,025 130 005,Destination Assessor Parcel Number,Other,38.682209,-121.834566,,2024-10-21,False,,,,420.0,,26,8
2024AR_Vitoria Farms Dairy_12433 Ave 24_Madera,8,58,59,Vitoria Farms,12429 Ave 24 Chowchilla 93610,37.098137664478,-120.324075042146,23542 Road 13 Chowchilla 93610,Destination Address,Other,37.091209011661,-120.311355963494,,2024-10-21,False,,,,1335.0,,83,25
2024AR_Vlot Calf Ranch_20330 Road 4_Madera,4,323,324,Vlot Calf Ranch,20330 Road 4 Chowchilla Madera 93610,37.045743768393,-120.473613625191,18456 Road 1 Dos Palos 93620 Merced,Destination Address,Farmer,37.016906457495,-120.524193020782,,2024-05-26,False,,,,6812.0,61.7,425,128
2024AR_Vlot Calf Ranch_20330 Road 4_Madera,5,325,326,Vlot Calf Ranch,20330 Road 4 Chowchilla Madera 93610,37.045743768393,-120.473613625191,18456 Road 1 Dos Palos 93620 Merced,Destination Address,Farmer,37.016906457495,-120.524193020782,,2024-11-15,False,,,,4316.4,71.4,270,81
2024AR_White River Dairy_20400 Ave 17.5_Madera,1,58,59,White River Dairy,20400 Ave. 17 1/2 Ave Madera Madera 93637,36.996356503333,-120.177019215437,3754 W Birch Ave Fresno 93711 Fresno,Destination Address,Broker,36.842194570621,-119.861404169286,,2024-12-31,False,,,,6467.0,95.4,404,121
2024AR_White River Dairy_20400 Ave 17.5_Madera,2,60,61,White River Dairy,20400 Ave. 17 1/2 Ave Madera Madera 93637,36.996356503333,-120.177019215437,3754 W Birch Ave Fresno 93711 Fresno,Destination Address,Broker,36.842194570621,-119.861404169286,,2024-12-31,False,,,,2155.52,90.9,135,40
2024AR_Zonneveld Dairies Complex_1560 Cerini Ave_Fresno,1,50,51,Zonneveld Dairies Complex,1523 E. Cerini Avenue Laton 93242,36.459957149371,-119.77109829175,10071 6th Avenue Hanford 93230,Destination Address,Broker,36.327387507226,-119.56385859268,2024-01-31,2024-03-12,False,,,,902.28,54.6,56,17
2024AR Faial Farms Dairy,1a,20,20,Faial Farms Dairy,18714 Stineroad 3714 Stine Road Wastewater Bakersfield Ca 93313 Rwqcd? No,35.321167787501,-119.056525816488,4322 Saco Rd Bakersfield Ca,Destination Address,Composting Facility,35.446720009412,-119.092199010352,2024-01-01,2024-01-31,False,,,,7831.0,-67.0,489,147
2024AR Faial Farms Dairy,1b,20,20,Faial Farms Dairy,18714 Stineroad 3714 Stine Road Wastewater Bakersfield Ca 93313 Rwqcd? No,35.321167787501,-119.056525816488,4322 Saco Rd Bakersfield Ca,Destination Address,Composting Facility,35.446720009412,-119.092199010352,2024-02-01,2024-02-29,False,,,,4796.0,-69.0,299,90
2024AR Faial Farms Dairy,1c,20,20,Faial Farms Dairy,18714 Stineroad 3714 Stine Road Wastewater Bakersfield Ca 93313 Rwqcd? No,35.321167787501,-119.056525816488,4322 Saco Rd Bakersfield Ca,Destination Address,Composting Facility,35.446720009412,-119.092199010352,2024-08-01,2024-08-31,,,,,3062.0,-68.0,191,58
2024AR G3 Dairy,1a,24,24,G3 Dairy,5829 E. Panama Lane Bakersfield Ca 93311,35.295933384544,-118.939431025525,"6219 E. Panam Lane Bakersfield, CA",Destination Address,Composting Facility,35.295475816957,-118.933707028131,2024-01-01,2024-01-31,False,,,,4169.0,-67.0,260,78
2024AR G3 Dairy,1c,24,24,G3 Dairy,5829 E. Panama Lane Bakersfield Ca 93311,35.295933384544,-118.939431025525,"6219 E. Panam Lane Bakersfield, CA",Destination Address,Composting Facility,35.295475816957,-118.933707028131,2024-03-03,2024-12-28,False,,,,12812.0,-68.0,800,241
2024AR G3 Dairy,1e,24,24,G3 Dairy,5829 E. Panama Lane Bakersfield Ca 93311,35.295933384544,-118.939431025525,"6219 E. Panam Lane Bakersfield, CA",Destination Address,Composting Facility,35.295475816957,-118.933707028131,2024-05-01,2024-05-31,False,,,,6255.0,-64.0,391,117
2024AR G3 Dairy,1f,24,24,G3 Dairy,5829 E. Panama Lane Bakersfield Ca 93311,35.295933384544,-118.939431025525,"6219 E. Panam Lane Bakersfield, CA",Destination Address,Composting Facility,35.295475816957,-118.933707028131,2024-06-01,2024-06-30,False,,,,9993.0,-68.0,624,188
2024AR G3 Dairy,1i,24,24,G3 Dairy,5829 E. Panama Lane Bakersfield Ca 93311,35.295933384544,-118.939431025525,"6219 E. Panam Lane Bakersfield, CA",Destination Address,Composting Facility,35.295475816957,-118.933707028131,2024-09-01,2024-09-30,False,,,,7081.0,-65.0,442,133
2024AR G3 Dairy,1j,24,24,G3 Dairy,5829 E. Panama Lane Bakersfield Ca 93311,35.295933384544,-118.939431025525,"6219 E. Panam Lane Bakersfield, CA",Destination Address,Composting Facility,35.295475816957,-118.933707028131,2024-10-01,2024-10-31,False,,,,7401.0,-66.0,462,139
2024AR G3 Dairy,1k,24,24,G3 Dairy,5829 E. Panama Lane Bakersfield Ca 93311,35.295933384544,-118.939431025525,"6219 E. Panam Lane Bakersfield, CA",Destination Address,Composting Facility,35.295475816957,-118.933707028131,2024-11-01,2024-11-30,False,,,,1306.0,-63.0,82,25
2024AR_AJB Ranch Dairy,1a,104,104,AJB Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,35.353777906384,-119.136484752428,7540 Tracy Ave Buttonwillow Ca,Destination Address,Other,35.431147522959,-119.4247957782,2024-04-01,2024-04-30,False,,,,5857.0,-64.0,366,110
2024AR_AJB Ranch Dairy,2a,106,106,AJB Ranch Dairy,2874 Stockdale Hwy Wastewater Bakersfield Ca 93312 Rwqcd? No,35.353777906384,-119.136484752428,Po Box 81498  Bakersfield Ca,Destination Address,Farmer,,,2024-02-01,2024-02-29,False,,,,1382.0,-68.0,86,26
2024AR_AJB Ranch Dairy,3a,108,108,AJB Ranch Dairy,2874 Stockdale Hwy Stockdale Hwy. Wastewater Bakersfield Ca 93312 Rwqcd? No,35.354397567884,-119.083410843855,2312 Alpine Meadows Ct Wasco Ca,Destination Address,Broker,35.598053804412,-119.352663131129,2024-02-01,2024-02-29,False,,,,3612.0,-68.0,226,68
2024AR_Avalon Dairy Farms_27125 Pond Rd_Kern,1,122,123,Avalon Dairy,27225 Rond Rd Waslo 93280,35.7175258,-119.4195325,9442 Bear Mtn Blvd 93311,Destination Address,Other,35.210777230193,-119.105872241364,2024-10-13,2024-12-31,False,,,,9240.0,,577,174
2024AR_Bear 5 Feedlot_12841 Bear Moutain Blvd_Kern,1,53,54,Bear 5 Feedlot,11983 Bear Mtn Blvd Bakersfield 93311,35.208816931894,-119.139416106501,6701 McDivitt Bakersfield 93313,Destination Address,Other,35.314168424958,-119.077132204118,2024-11-12,2024-11-13,False,,,,5815.28,69.0,363,109
2024AR_Bear 5 Feedlot_12841 Bear Moutain Blvd_Kern,2,55,56,Bear 5 Feedlot,11983 Bear Mtn Blvd Bakersfield 93311,35.208816931894,-119.139416106501,9442 Bear Mtn Blvd 93311,Destination Address,Other,35.210777230193,-119.105872241364,2024-03-03,2024-12-28,False,,,,11984.72,71.0,748,225
2024AR_Bear Mountain Dairy,1a,82,82,Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,35.208699842036,-119.052247067829,Po Box 81498 Bakersfield Ca,Destination Address,Farmer,,,2024-05-01,2024-05-31,False,,,,4041.0,-69.0,252,76
2024AR_Bear Mountain Dairy,1b,82,82,Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,35.208699842036,-119.052247067829,Po Box 81498 Bakersfield Ca,Destination Address,Farmer,,,2024-11-01,2024-11-30,False,,,,10631.0,-69.0,664,200
2024AR_Bear Mountain Dairy,3a,86,86,Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,35.208699842036,-119.052247067829,"Po Box 27 Edison, CA",Destination Address,Farmer,,,2024-02-01,2024-02-29,False,,,,4859.0,-66.0,303,91
2024AR_Bear Mountain Dairy,5a,90,90,Bear Mountain Dairy,4551 Bear Mountain Blvd Wastewater Bakersfield Ca 93313 Rwqcd? No,35.208699842036,-119.052247067829,200 Hume Lane Bakersfield Ca,Destination Address,Farmer,35.353201355484,-119.074118407012,2024-01-01,2024-01-31,False,,,,3009.0,-67.0,188,57
2024AR_David Vander Schaaf_7524 South Fairfax Rd_Kern,1,21,22,David Vander Schaaf Dairy,7525 S. Fairfax Rd Bakersfield CA 93307,35.286715519088,-118.931944300472,Fairfax And Panama Lane,Destination Address,Other,35.295954004534,-118.931988989437,2024-08-20,2024-09-09,False,,,,1800.0,56.8,112,34
2024AR_David Vander Schaaf_7524 South Fairfax Rd_Kern,2,23,24,David Vander Schaaf Dairy,7524 S. Fairfax Road Bakersfield CA 93307,35.287524575967,-118.93712047438,4101 Kimber Ave Bakersfied CA 93307,Destination Address,Other,35.349248240399,-118.957748924828,,2024-04-18,False,,,,300.0,57.0,19,6
2024AR_Faial Farms 2 Dairy,1a,65,65,Faial Farms 2,18683 Magnolia Ave Shafter CA 93263 I,35.478788248952,-119.37806993694,4322 Saco Rd Bakersfield CA,Destination Address,Composting Facility,35.446720009412,-119.092199010352,2024-06-01,2024-06-30,False,,,,5997.0,-67.0,374,113
2024AR_Faial Farms 2 Dairy,1b,65,65,Faial Farms 2,18683 Magnolia Ave Shafter CA 93263 I,35.478788248952,-119.37806993694,4322 Saco Rd Bakersfield CA,Destination Address,Composting Facility,35.446720009412,-119.092199010352,2024-07-01,2024-07-31,False,,,,6536.0,-63.0,408,123
2024AR_Faial Farms 2 Dairy,1c,65,65,Faial Farms 2,18683 Magnolia Ave Shafter CA 93263 I,35.478788248952,-119.37806993694,4322 Saco Rd Bakersfield CA,Destination Address,Composting Facility,35.446720009412,-119.092199010352,2024-08-01,2024-08-31,False,,,,7878.0,-67.0,492,148
2024AR_H&P Dairy,1a,137,137,H&P Dairy,5021 E Bear Mountain Blvd Bakersfield CA 93307,35.204407109508,-118.938547409577,13214 Eberle Rd Bakersfield CA,Destination Address,Composting Facility,35.234954159351,-119.082822426726,2024-03-01,2024-03-31,False,,,,12443.0,-69.0,777,234
2024AR_H&P Dairy,1b,137,137,H&P Dairy,5021 E Bear Mountain Blvd Bakersfield CA 93307,35.204407109508,-118.938547409577,13214 Eberle Rd Bakersfield CA,Destination Address,Composting Facility,35.234954159351,-119.082822426726,2024-05-01,2024-05-31,False,,,,11308.0,-67.0,706,212
2024AR_H&P Dairy,1c,137,137,H&P Dairy,5021 E Bear Mountain Blvd Bakersfield CA 93307,35.204407109508,-118.938547409577,13214 Eberle Rd Bakersfield CA,Destination Address,Composting Facility,35.234954159351,-119.082822426726,2024-06-01,2024-06-30,False,,,,8119.0,-65.0,507,152
2024AR_H&P Dairy,1d,137,137,H&P Dairy,5021 E Bear Mountain Blvd Bakersfield CA 93307,35.204407109508,-118.938547409577,13214 Eberle Rd Bakersfield CA,Destination Address,Composting Facility,35.234954159351,-119.082822426726,2024-07-01,2024-07-31,False,,,,7765.0,-67.0,485,146
2024AR_H&P Dairy,1e,137,137,H&P Dairy,5021 E Bear Mountain Blvd Bakersfield CA 93307,35.204407109508,-118.938547409577,13214 Eberle Rd Bakersfield CA,Destination Address,Composting Facility,35.234954159351,-119.082822426726,2024-08-01,2024-08-31,False,,,,7390.0,-67.0,461,139
2024AR_H&P Dairy,1f,137,137,H&P Dairy,5021 E Bear Mountain Blvd Bakersfield CA 93307,35.204407109508,-118.938547409577,13214 Eberle Rd Bakersfield CA,Destination Address,Composting Facility,35.234954159351,-119.082822426726,2024-09-01,2024-09-30,False,,,,4245.0,-69.0,265,80
2024AR_H&P Dairy,1g,137,137,H&P Dairy,5021 E Bear Mountain Blvd Bakersfield CA 93307,35.204407109508,-118.938547409577,13214 Eberle Rd Bakersfield CA,Destination Address,Composting Facility,35.234954159351,-119.082822426726,2024-10-01,2024-10-31,False,,,,2237.0,-67.0,140,42
2024AR_J&R Dairy,1a,90,90,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 20370 Bakersfield CA,Destination Address,Farmer,,,2024-06-01,2024-06-30,False,,,,5323.0,-67.0,332,100
2024AR_J&R Dairy,1b,90,90,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 20370 Bakersfield CA,Destination Address,Farmer,,,2024-07-01,2024-07-31,False,,,,10284.0,-65.0,642,193
2024AR_J&R Dairy,1c,90,90,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 20370 Bakersfield CA,Destination Address,Farmer,,,2024-08-01,2024-08-31,False,,,,8463.0,-65.0,528,159
2024AR_J&R Dairy,1d,90,90,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 20370 Bakersfield CA,Destination Address,Farmer,,,2024-11-01,2024-11-30,False,,,,3811.0,-69.0,238,72
2024AR_J&R Dairy,1e,90,90,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 20370 Bakersfield CA,Destination Address,Farmer,,,2024-12-01,2024-12-31,False,,,,3103.0,-69.0,194,58
2024AR_J&R Dairy,2a,92,92,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 27 Edison CA,Destination Address,Farmer,,,2024-01-01,2024-01-31,False,,,,2977.0,-67.0,186,56
2024AR_J&R Dairy,2b,92,92,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 27 Edison CA,Destination Address,Farmer,,,2024-05-01,2024-05-31,False,,,,9407.0,-66.0,587,177
2024AR_J&R Dairy,2c,92,92,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 27 Edison CA,Destination Address,Farmer,,,2024-06-01,2024-06-30,False,,,,12150.0,-68.0,759,228
2024AR_J&R Dairy,2d,92,92,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 27 Edison CA,Destination Address,Farmer,,,2024-08-01,2024-08-31,False,,,,10887.0,-65.0,680,204
2024AR_J&R Dairy,2e,92,92,J&R Dairy,4403 Bear Mountain Blvd Bakersfield CA 93313,35.208699253837,-119.050715607855,Po Box 27 Edison CA,Destination Address,Farmer,,,2024-09-01,2024-09-30,False,,,,13294.0,-69.0,830,250
2024AR_Lakeview Farms Dairy,1a,102,102,Lakeview Dairy,17702 Bear Mountain Blvd Bakersfield CA 93311,35.212722544192,-119.203877560424,Po Box 81498 Bakersfield Ca,Destination Address,Farmer,,,2024-04-01,2024-04-30,False,,,,9652.0,-67.0,603,181
2024AR_Lakeview Farms Dairy,1b,102,102,Lakeview Dairy,17702 Bear Mountain Blvd Bakersfield CA 93311,35.212722544192,-119.203877560424,Po Box 81498 Bakersfield Ca,Destination Address,Farmer,,,2024-05-01,2024-05-31,False,,,,10767.0,-67.0,672,202
2024AR_Lakeview Farms Dairy,1c,102,102,Lakeview Dairy,17702 Bear Mountain Blvd Bakersfield CA 93311,35.212722544192,-119.203877560424,Po Box 81498 Bakersfield Ca,Destination Address,Farmer,,,2024-08-01,2024-08-31,False,,,,14046.0,-67.0,877,264
2024AR_Lakeview Farms Dairy,1d,102,102,Lakeview Dairy,17702 Bear Mountain Blvd Bakersfield CA 93311,35.212722544192,-119.203877560424,Po Box 81498 Bakersfield Ca,Destination Address,Farmer,,,2024-09-01,2024-09-30,False,,,,4682.0,-67.0,292,88
2024AR_Maple Dairy,1a,254,254,Maple Dairy,15857 Bear Mountain Blvd Bakersfield CA 93311,35.202664805205,-119.175975881133,Po Box 81498 Bakersfield CA,Destination Address,Farmer,,,2024-07-01,2024-07-31,False,,,,23250.0,-69.0,1452,437
